TIPO,OFERTA,VALORES,VALORES_PROMO,RUA/AV,LOGRADOURO,LOCATION,CITY,STATE,AREA,QUARTO,GARAGEM,BANHEIRO,KEY,EXCLUSIVO,MOBILIADO,DATA_ANUNCIO,DATA_RETIRADA,LAT_STREET,LON_STREET
SALA/CONJUNTO COMERCIAL,ALUGAR,2099,1000,AVENIDA,LOUREIRO DA SILVA,CENTRO HISTORICO,PORTO ALEGRE,RS,35,0,2,2,378811,0,0,2023-08-05,-,-30.0350342,-51.2232904
PREDIO,ALUGAR,16646,16000,RUA,BERNARDO PIRES,SANTANA,PORTO ALEGRE,RS,649,0,5,2,378964,0,0,2023-08-05,-,-30.0450921,-51.2052337
LOJA,ALUGAR,30441,27753,RUA,EDU CHAVES,SAO JOAO,PORTO ALEGRE,RS,811,0,16,1,379275,0,0,2023-08-05,-,-30.0019204,-51.1901426
LOJA,ALUGAR,27783,26055,RUA,EDU CHAVES,SAO JOAO,PORTO ALEGRE,RS,521,0,16,1,379277,0,0,2023-08-05,-,-30.0019204,-51.1901426
LOJA,ALUGAR,37159,34900,AVENIDA,ICARAI,CRISTAL,PORTO ALEGRE,RS,1130,0,18,0,361668,0,0,2023-08-05,-,-30.0946738,-51.2445793
SALA/CONJUNTO COMERCIAL,ALUGAR,981,650,RUA,ALMIRANTE BARROSO,FLORESTA,PORTO ALEGRE,RS,30,0,0,0,363075,0,0,2023-08-05,-,-30.0164517,-51.2082986
SALA/CONJUNTO COMERCIAL,ALUGAR,1857,1290,RUA,LUCIANA DE ABREU,MOINHOS DE VENTO,PORTO ALEGRE,RS,37,0,0,0,350445,0,0,2023-08-05,-,-30.0248094,-51.203114
SALA/CONJUNTO COMERCIAL,ALUGAR,2380,1500,AVENIDA,ASSIS BRASIL,CRISTO REDENTOR,PORTO ALEGRE,RS,39,0,0,0,350605,0,0,2023-08-05,-,-29.9799682,-51.1144159
ANDAR,ALUGAR,67173,43175,AVENIDA,DOLORES ALCARAZ CALDAS,PRAIA DE BELAS,PORTO ALEGRE,RS,785,0,14,0,351284,0,0,2023-08-05,-,-,-
ANDAR,ALUGAR,65217,42130,AVENIDA,DOLORES ALCARAZ CALDAS,PRAIA DE BELAS,PORTO ALEGRE,RS,766,0,14,0,351287,0,0,2023-08-05,-,-,-
ANDAR,ALUGAR,65042,42130,AVENIDA,DOLORES ALCARAZ CALDAS,PRAIA DE BELAS,PORTO ALEGRE,RS,766,0,14,0,351288,0,0,2023-08-05,-,-,-
ANDAR,ALUGAR,65569,42570,AVENIDA,DOLORES ALCARAZ CALDAS,PRAIA DE BELAS,PORTO ALEGRE,RS,774,0,14,0,351289,0,0,2023-08-05,-,-,-
ANDAR,ALUGAR,55934,37015,AVENIDA,DOLORES ALCARAZ CALDAS,PRAIA DE BELAS,PORTO ALEGRE,RS,673,0,13,0,351291,0,0,2023-08-05,-,-,-
SALA/CONJUNTO COMERCIAL,ALUGAR,8287,5900,AVENIDA,ASSIS BRASIL,PASSO DA AREIA,PORTO ALEGRE,RS,113,0,0,0,351745,0,0,2023-08-05,-,-29.9799682,-51.1144159
SALA/CONJUNTO COMERCIAL,ALUGAR,2950,2200,RUA,LUCIANA DE ABREU,MOINHOS DE VENTO,PORTO ALEGRE,RS,72,0,1,0,351849,0,0,2023-08-05,-,-30.0248094,-51.203114
PREDIO,ALUGAR,28888,27500,RUA,PROFESSOR CRISTIANO FISCHER,PETROPOLIS,PORTO ALEGRE,RS,984,1,17,2,358163,0,0,2023-08-05,-,-30.0554208,-51.1691642
SALA/CONJUNTO COMERCIAL,ALUGAR,1897,1390,PRACA,QUINZE DE NOVEMBRO,CENTRO HISTORICO,PORTO ALEGRE,RS,37,0,0,0,360168,0,1,2023-08-05,-,-30.028453550000002,-51.22724002054571
SALA/CONJUNTO COMERCIAL,ALUGAR,2308,1500,RUA,GOMES JARDIM,SANTANA,PORTO ALEGRE,RS,37,0,0,0,361379,0,0,2023-08-05,-,-30.048605,-51.2056502
LOJA,ALUGAR,6246,5400,AVENIDA,SENADOR TARSO DUTRA,PETROPOLIS,PORTO ALEGRE,RS,60,0,1,0,345764,0,0,2023-08-05,-,-30.0395284,-51.1736994
LOJA,ALUGAR,7121,6158,AVENIDA,SENADOR TARSO DUTRA,PETROPOLIS,PORTO ALEGRE,RS,68,0,1,0,345768,0,0,2023-08-05,-,-30.0395284,-51.1736994
LOJA,ALUGAR,7551,6528,AVENIDA,SENADOR TARSO DUTRA,PETROPOLIS,PORTO ALEGRE,RS,69,0,1,0,345772,0,0,2023-08-05,-,-30.0395284,-51.1736994
LOJA,ALUGAR,8785,7567,AVENIDA,SENADOR TARSO DUTRA,PETROPOLIS,PORTO ALEGRE,RS,85,0,1,0,345775,0,0,2023-08-05,-,-30.0395284,-51.1736994
LOJA,ALUGAR,12669,10880,AVENIDA,SENADOR TARSO DUTRA,PETROPOLIS,PORTO ALEGRE,RS,121,0,1,0,345776,0,0,2023-08-05,-,-30.0395284,-51.1736994
LOJA,ALUGAR,14220,12179,AVENIDA,SENADOR TARSO DUTRA,PETROPOLIS,PORTO ALEGRE,RS,135,0,1,0,345779,0,0,2023-08-05,-,-30.0395284,-51.1736994
LOJA,ALUGAR,15548,13233,AVENIDA,SENADOR TARSO DUTRA,PETROPOLIS,PORTO ALEGRE,RS,147,0,1,0,345784,0,0,2023-08-05,-,-30.0395284,-51.1736994
SALA/CONJUNTO COMERCIAL,ALUGAR,1555,1100,AVENIDA,WENCESLAU ESCOBAR,TRISTEZA,PORTO ALEGRE,RS,38,0,0,0,346246,0,0,2023-08-05,-,-30.1005917,-51.2488704
SALA/CONJUNTO COMERCIAL,ALUGAR,1434,800,AVENIDA,CRISTOVAO COLOMBO,FLORESTA,PORTO ALEGRE,RS,41,0,0,0,346704,0,0,2023-08-05,-,-30.0220731,-51.2085441
SALA/CONJUNTO COMERCIAL,ALUGAR,1915,1200,AVENIDA,PROTASIO ALVES,PETROPOLIS,PORTO ALEGRE,RS,41,0,1,0,346762,0,0,2023-08-05,-,-30.0399646,-51.1714215
SALA/CONJUNTO COMERCIAL,ALUGAR,2028,1490,AVENIDA,IPIRANGA,PRAIA DE BELAS,PORTO ALEGRE,RS,27,0,1,0,355999,0,0,2023-08-05,-,-30.0554878,-51.1692291
SALA/CONJUNTO COMERCIAL,ALUGAR,1610,1000,AVENIDA,VENANCIO AIRES,CIDADE BAIXA,PORTO ALEGRE,RS,28,0,0,0,356001,0,0,2023-08-05,-,-30.0370093,-51.2092281
SALA/CONJUNTO COMERCIAL,ALUGAR,1312,700,RUA,FELIPE CAMARAO,BOM FIM,PORTO ALEGRE,RS,30,0,0,0,356393,0,0,2023-08-05,-,-30.0297677,-51.2098033
SALA/CONJUNTO COMERCIAL,ALUGAR,1563,680,AVENIDA,CRISTOVAO COLOMBO,FLORESTA,PORTO ALEGRE,RS,39,0,0,0,343433,0,0,2023-08-05,-,-30.0220731,-51.2085441
SALA/CONJUNTO COMERCIAL,ALUGAR,2110,1300,AVENIDA,ASSIS BRASIL,CRISTO REDENTOR,PORTO ALEGRE,RS,39,0,0,0,343668,0,0,2023-08-05,-,-29.9799682,-51.1144159
SALA/CONJUNTO COMERCIAL,ALUGAR,1462,910,RUA,JERONIMO COELHO,CENTRO HISTORICO,PORTO ALEGRE,RS,40,0,0,0,343930,0,0,2023-08-05,-,-30.0197123,-51.0537699
SALA/CONJUNTO COMERCIAL,ALUGAR,1678,960,RUA,DOS ANDRADAS,CENTRO HISTORICO,PORTO ALEGRE,RS,47,0,0,0,345079,0,0,2023-08-05,-,-30.0296388,-51.2232103
LOJA,ALUGAR,4768,4095,AVENIDA,SENADOR TARSO DUTRA,PETROPOLIS,PORTO ALEGRE,RS,46,0,1,0,345475,0,0,2023-08-05,-,-30.0395284,-51.1736994
LOJA,ALUGAR,3748,3228,AVENIDA,SENADOR TARSO DUTRA,PETROPOLIS,PORTO ALEGRE,RS,36,0,1,0,345482,0,0,2023-08-05,-,-30.0395284,-51.1736994
LOJA,ALUGAR,10449,8995,AVENIDA,SENADOR TARSO DUTRA,PETROPOLIS,PORTO ALEGRE,RS,100,0,1,0,345484,0,0,2023-08-05,-,-30.0395284,-51.1736994
LOJA,ALUGAR,6993,6110,AVENIDA,SENADOR TARSO DUTRA,PETROPOLIS,PORTO ALEGRE,RS,68,0,1,0,345485,0,0,2023-08-05,-,-30.0395284,-51.1736994
LOJA,ALUGAR,4493,3876,AVENIDA,SENADOR TARSO DUTRA,PETROPOLIS,PORTO ALEGRE,RS,43,0,1,0,345578,0,0,2023-08-05,-,-30.0395284,-51.1736994
LOJA,ALUGAR,8929,7692,AVENIDA,SENADOR TARSO DUTRA,PETROPOLIS,PORTO ALEGRE,RS,85,0,1,0,345579,0,0,2023-08-05,-,-30.0395284,-51.1736994
LOJA,ALUGAR,8738,7527,AVENIDA,SENADOR TARSO DUTRA,PETROPOLIS,PORTO ALEGRE,RS,84,0,1,0,345580,0,0,2023-08-05,-,-30.0395284,-51.1736994
LOJA,ALUGAR,929,800,RUA,DOUTOR VICENTE DE PAULA DUTRA,PRAIA DE BELAS,PORTO ALEGRE,RS,14,0,0,0,348010,0,0,2023-08-05,-,-30.0442611,-51.2298705
SALA/CONJUNTO COMERCIAL,ALUGAR,1224,1200,AVENIDA,ALBERTO BINS,FLORESTA,PORTO ALEGRE,RS,57,0,0,1,348270,0,0,2023-08-05,-,-30.0278879,-51.2192861
SALA/CONJUNTO COMERCIAL,ALUGAR,1226,1200,AVENIDA,ALBERTO BINS,CENTRO HISTORICO,PORTO ALEGRE,RS,57,0,0,0,348272,0,0,2023-08-05,-,-30.0278879,-51.2192861
DEPOSITO/ARMAZEM/PAVILHAO,ALUGAR,3069,2990,TRAVESSA,AFONSO MABILDE,SANTA MARIA GORETTI,PORTO ALEGRE,RS,160,0,0,0,348718,0,0,2023-08-05,-,-30.0051077,-51.1690052
SALA/CONJUNTO COMERCIAL,ALUGAR,43633,28875,AVENIDA,DOLORES ALCARAZ CALDAS,PRAIA DE BELAS,PORTO ALEGRE,RS,525,0,9,0,349908,0,0,2023-08-05,-,-,-
SALA/CONJUNTO COMERCIAL,ALUGAR,67943,43670,AVENIDA,DOLORES ALCARAZ CALDAS,PRAIA DE BELAS,PORTO ALEGRE,RS,794,0,14,0,349916,0,0,2023-08-05,-,-,-
SALA/CONJUNTO COMERCIAL,ALUGAR,65547,42130,AVENIDA,DOLORES ALCARAZ CALDAS,PRAIA DE BELAS,PORTO ALEGRE,RS,766,0,14,0,349922,0,0,2023-08-05,-,-,-
LOJA,ALUGAR,2282,1400,RUA,VINTE E QUATRO DE OUTUBRO,MOINHOS DE VENTO,PORTO ALEGRE,RS,46,0,0,0,349982,0,0,2023-08-05,-,-30.0279761,-51.2058778
LOJA,ALUGAR,6465,6000,RUA,MARECHAL FLORIANO PEIXOTO,CENTRO HISTORICO,PORTO ALEGRE,RS,240,0,0,0,350014,0,0,2023-08-05,-,-30.0305905,-51.2268791
LOTE/TERRENO,ALUGAR,3102,2550,RUA,BEZERRA DE MENEZES,PASSO DA AREIA,PORTO ALEGRE,RS,374,0,0,0,365537,0,0,2023-08-05,-,-30.0158808,-51.1694467
SALA/CONJUNTO COMERCIAL,ALUGAR,1898,1000,RUA,JOAO GUIMARAES,SANTA CECILIA,PORTO ALEGRE,RS,39,0,1,0,365773,0,0,2023-08-05,-,-30.0409286,-51.2009582
SALA/CONJUNTO COMERCIAL,ALUGAR,4816,2500,AVENIDA,CRISTOVAO COLOMBO,FLORESTA,PORTO ALEGRE,RS,125,0,1,0,366022,0,0,2023-08-05,-,-30.0220731,-51.2085441
SALA/CONJUNTO COMERCIAL,ALUGAR,3505,2500,PRACA,MARECHAL DEODORO,CENTRO HISTORICO,PORTO ALEGRE,RS,77,0,0,0,366184,0,0,2023-08-05,-,-30.03285535,-51.23012336743611
LOJA,ALUGAR,980,590,RUA,BARAO DO AMAZONAS,PETROPOLIS,PORTO ALEGRE,RS,22,0,0,0,366863,0,0,2023-08-05,-,-29.6849286,-51.150704
SALA/CONJUNTO COMERCIAL,ALUGAR,2799,2200,AVENIDA,DOUTOR NILO PECANHA,CHACARA DAS PEDRAS,PORTO ALEGRE,RS,37,0,1,0,341533,0,0,2023-08-05,-,-30.0290116,-51.1578614
SALA/CONJUNTO COMERCIAL,ALUGAR,1211,700,AVENIDA,TAQUARA,PETROPOLIS,PORTO ALEGRE,RS,27,0,0,0,342774,0,0,2023-08-05,-,-29.6282086,-50.8282846
LOJA,ALUGAR,7934,6000,AVENIDA,CARLOS GOMES,BOA VISTA,PORTO ALEGRE,RS,183,0,1,0,328661,0,0,2023-08-05,-,-30.0373718,-51.1744218
LOJA,ALUGAR,3040,1950,AVENIDA,PRINCESA ISABEL,SANTANA,PORTO ALEGRE,RS,68,0,0,0,328933,0,0,2023-08-05,-,-30.0463876,-51.2049524
SALA/CONJUNTO COMERCIAL,ALUGAR,1316,900,AVENIDA,PROTASIO ALVES,PETROPOLIS,PORTO ALEGRE,RS,34,0,1,0,329223,0,0,2023-08-05,-,-30.0399646,-51.1714215
SALA/CONJUNTO COMERCIAL,ALUGAR,1468,1000,AVENIDA,CRISTOVAO COLOMBO,FLORESTA,PORTO ALEGRE,RS,54,0,0,0,333046,0,0,2023-08-05,-,-30.0220731,-51.2085441
SALA/CONJUNTO COMERCIAL,ALUGAR,1350,750,AVENIDA,CRISTOVAO COLOMBO,MOINHOS DE VENTO,PORTO ALEGRE,RS,33,0,0,0,333364,0,0,2023-08-05,-,-30.0220731,-51.2085441
SALA/CONJUNTO COMERCIAL,ALUGAR,1017,700,RUA,VIGARIO JOSE INACIO,CENTRO HISTORICO,PORTO ALEGRE,RS,30,0,0,0,334108,0,0,2023-08-05,-,-29.5676459,-50.7909134
SALA/CONJUNTO COMERCIAL,ALUGAR,5214,3500,RUA,FELICISSIMO DE AZEVEDO,AUXILIADORA,PORTO ALEGRE,RS,68,0,1,0,334153,0,1,2023-08-05,-,-30.0174708,-51.1886484
SALA/CONJUNTO COMERCIAL,ALUGAR,1386,1200,AVENIDA,PADRE CACIQUE,MENINO DEUS,PORTO ALEGRE,RS,33,0,0,0,334171,0,0,2023-08-05,-,-30.0771014,-51.2446466
SALA/CONJUNTO COMERCIAL,ALUGAR,2638,2000,RUA,DOUTOR ARMANDO BARBEDO,TRISTEZA,PORTO ALEGRE,RS,33,0,1,0,334394,0,0,2023-08-05,-,-30.1100736,-51.2494348
SALA/CONJUNTO COMERCIAL,ALUGAR,1160,500,AVENIDA,CACAPAVA,PETROPOLIS,PORTO ALEGRE,RS,25,0,1,0,334706,0,0,2023-08-05,-,-30.0424909,-51.1814809
PREDIO,ALUGAR,295048,280000,AVENIDA,SEVERO DULLIUS,SAO JOAO,PORTO ALEGRE,RS,3080,0,80,0,335416,0,0,2023-08-05,-,-29.9872044,-51.1601454
CASA COMERCIAL,ALUGAR,20301,17800,AVENIDA,CORONEL MARCOS,PEDRA REDONDA,PORTO ALEGRE,RS,863,0,10,0,327519,0,0,2023-08-05,-,-30.1273922,-51.2423406
SALA/CONJUNTO COMERCIAL,ALUGAR,2478,1600,RUA,DONA LAURA,MOINHOS DE VENTO,PORTO ALEGRE,RS,42,0,1,0,327735,0,0,2023-08-05,-,-30.0292454,-51.1953876
SALA/CONJUNTO COMERCIAL,ALUGAR,4461,3500,RUA,RAMIRO BARCELOS,FLORESTA,PORTO ALEGRE,RS,83,0,2,0,320147,0,0,2023-08-05,-,-30.0287082,-51.2085122
SALA/CONJUNTO COMERCIAL,ALUGAR,3319,950,RUA,URUGUAI,CENTRO HISTORICO,PORTO ALEGRE,RS,173,0,1,0,311634,0,0,2023-08-05,-,-30.0057244,-51.0356834
SALA/CONJUNTO COMERCIAL,ALUGAR,2025,1100,RUA,QUINTINO BOCAIUVA,MOINHOS DE VENTO,PORTO ALEGRE,RS,49,0,1,0,314495,0,0,2023-08-05,-,-29.6808939,-51.1207451
LOJA,ALUGAR,2440,1650,AVENIDA,GOETHE,RIO BRANCO,PORTO ALEGRE,RS,50,0,0,0,324063,0,0,2023-08-05,-,-30.027087,-51.199371
LOJA,ALUGAR,1984,1800,RUA,ITAPITOCAI,CRISTAL,PORTO ALEGRE,RS,43,0,0,0,324142,0,0,2023-08-05,-,-30.0911079,-51.2365434
PREDIO,ALUGAR,17201,16500,RUA,MIGUEL TOSTES,RIO BRANCO,PORTO ALEGRE,RS,350,0,0,0,325455,0,0,2023-08-05,-,-30.0335033,-51.2056846
ANDAR,ALUGAR,20900,18600,AVENIDA,SEVERO DULLIUS,SAO JOAO,PORTO ALEGRE,RS,258,0,5,0,338849,0,0,2023-08-05,-,-29.9872044,-51.1601454
LOTE/TERRENO,ALUGAR,2714,2300,RUA,COMENDADOR TAVARES,NAVEGANTES,PORTO ALEGRE,RS,376,0,0,0,340674,0,0,2023-08-05,-,-30.0002087,-51.2032059
SALA/CONJUNTO COMERCIAL,ALUGAR,2032,1600,AVENIDA,ASSIS BRASIL,SAO SEBASTIAO,PORTO ALEGRE,RS,26,0,1,0,271791,0,0,2023-08-05,-,-29.9799682,-51.1144159
SALA/CONJUNTO COMERCIAL,ALUGAR,3040,1850,AVENIDA,DIARIO DE NOTICIAS,CRISTAL,PORTO ALEGRE,RS,40,0,0,0,309031,0,0,2023-08-05,-,-30.0875211,-51.2479632
SALA/CONJUNTO COMERCIAL,ALUGAR,1936,1300,AVENIDA,PALMEIRA,PETROPOLIS,PORTO ALEGRE,RS,34,0,0,0,290842,0,0,2023-08-05,-,-30.0377945,-51.1801652
LOJA,ALUGAR,5111,4950,RUA,DA REPUBLICA,CIDADE BAIXA,PORTO ALEGRE,RS,127,0,0,0,286106,0,0,2023-08-05,-,-30.0396519,-51.2250277
ANDAR,ALUGAR,20900,18600,AVENIDA,SEVERO DULLIUS,SAO JOAO,PORTO ALEGRE,RS,258,0,5,0,336416,0,0,2023-08-05,-,-29.9872044,-51.1601454
ANDAR,ALUGAR,22100,19800,AVENIDA,SEVERO DULLIUS,SAO JOAO,PORTO ALEGRE,RS,258,0,5,0,336435,0,0,2023-08-05,-,-29.9872044,-51.1601454
SALA/CONJUNTO COMERCIAL,ALUGAR,1522,650,RUA,FELICISSIMO DE AZEVEDO,SAO JOAO,PORTO ALEGRE,RS,42,0,0,0,338729,0,0,2023-08-05,-,-30.0174708,-51.1886484
SALA/CONJUNTO COMERCIAL,ALUGAR,1435,650,RUA,FELICISSIMO DE AZEVEDO,SAO JOAO,PORTO ALEGRE,RS,38,0,0,0,338734,0,0,2023-08-05,-,-30.0174708,-51.1886484
ANDAR,ALUGAR,20700,18600,AVENIDA,SEVERO DULLIUS,SAO JOAO,PORTO ALEGRE,RS,258,0,5,0,338800,0,0,2023-08-05,-,-29.9872044,-51.1601454
SALA/CONJUNTO COMERCIAL,ALUGAR,20900,18600,AVENIDA,SEVERO DULLIUS,SAO JOAO,PORTO ALEGRE,RS,258,0,5,0,338816,0,0,2023-08-05,-,-29.9872044,-51.1601454
ANDAR,ALUGAR,23100,20800,AVENIDA,SEVERO DULLIUS,SAO JOAO,PORTO ALEGRE,RS,258,0,5,0,338820,0,0,2023-08-05,-,-29.9872044,-51.1601454
SALA/CONJUNTO COMERCIAL,ALUGAR,20900,18600,AVENIDA,SEVERO DULLIUS,SAO JOAO,PORTO ALEGRE,RS,258,0,5,0,338821,0,0,2023-08-05,-,-29.9872044,-51.1601454
SALA/CONJUNTO COMERCIAL,ALUGAR,20900,18600,AVENIDA,SEVERO DULLIUS,SAO JOAO,PORTO ALEGRE,RS,258,0,5,0,338826,0,0,2023-08-05,-,-29.9872044,-51.1601454
SALA/CONJUNTO COMERCIAL,ALUGAR,20900,18600,AVENIDA,SEVERO DULLIUS,SAO JOAO,PORTO ALEGRE,RS,258,0,5,0,338829,0,0,2023-08-05,-,-29.9872044,-51.1601454
ANDAR,ALUGAR,20900,18600,AVENIDA,SEVERO DULLIUS,SAO JOAO,PORTO ALEGRE,RS,258,0,0,0,338836,0,0,2023-08-05,-,-29.9872044,-51.1601454
ANDAR,ALUGAR,20900,18600,AVENIDA,SEVERO DULLIUS,SAO JOAO,PORTO ALEGRE,RS,258,0,5,0,338841,0,0,2023-08-05,-,-29.9872044,-51.1601454
ANDAR,ALUGAR,20900,18600,AVENIDA,SEVERO DULLIUS,SAO JOAO,PORTO ALEGRE,RS,258,0,5,0,338844,0,0,2023-08-05,-,-29.9872044,-51.1601454
ANDAR,ALUGAR,20900,18600,AVENIDA,SEVERO DULLIUS,SAO JOAO,PORTO ALEGRE,RS,258,0,5,0,338845,0,0,2023-08-05,-,-29.9872044,-51.1601454
LOJA,ALUGAR,10301,9000,AVENIDA,PROTASIO ALVES,PETROPOLIS,PORTO ALEGRE,RS,384,0,6,0,253415,0,0,2023-08-05,-,-30.0399646,-51.1714215
SALA/CONJUNTO COMERCIAL,ALUGAR,1685,960,TRAVESSA,ITAPERUNA,TRISTEZA,PORTO ALEGRE,RS,31,0,0,0,256635,0,0,2023-08-05,-,-30.1031717,-51.250308
SALA/CONJUNTO COMERCIAL,ALUGAR,2396,1680,RUA,MOSTARDEIRO,INDEPENDENCIA,PORTO ALEGRE,RS,43,0,0,0,250613,0,0,2023-08-05,-,-30.0830345,-51.0500728
SALA/CONJUNTO COMERCIAL,ALUGAR,1612,900,RUA,COMENDADOR RHEINGANTZ,AUXILIADORA,PORTO ALEGRE,RS,38,0,1,0,236957,0,0,2023-08-05,-,-30.0238169,-51.1865
SALA/CONJUNTO COMERCIAL,ALUGAR,1785,1200,RUA,DOUTOR FLORENCIO YGARTUA,MOINHOS DE VENTO,PORTO ALEGRE,RS,27,0,0,0,230225,0,0,2023-08-05,-,-30.0286679,-51.2030284
SALA/CONJUNTO COMERCIAL,ALUGAR,2087,1300,AVENIDA,LOUREIRO DA SILVA,CIDADE BAIXA,PORTO ALEGRE,RS,35,0,0,0,230516,0,0,2023-08-05,-,-30.0350342,-51.2232904
SALA/CONJUNTO COMERCIAL,ALUGAR,1880,1300,RUA,ERNESTO DA FONTOURA,SAO GERALDO,PORTO ALEGRE,RS,45,0,0,1,431633,0,0,2023-08-05,-,-30.0715264,-51.0254108
SALA/CONJUNTO COMERCIAL,ALUGAR,1583,1500,RUA,MARIANTE,RIO BRANCO,PORTO ALEGRE,RS,23,0,0,0,431655,0,0,2023-08-05,-,-30.0375651,-51.2039987
LOJA,ALUGAR,2049,1700,RUA,GONCALVES DIAS,MENINO DEUS,PORTO ALEGRE,RS,41,0,0,0,431926,0,0,2023-08-05,-,-30.0893824,-51.0869581
LOJA,ALUGAR,20873,20000,RUA,DOS ANDRADAS,CENTRO HISTORICO,PORTO ALEGRE,RS,200,0,0,0,432038,0,0,2023-08-05,-,-30.0296388,-51.2232103
SALA/CONJUNTO COMERCIAL,ALUGAR,2584,2300,RUA,GOMES JARDIM,SANTANA,PORTO ALEGRE,RS,32,0,0,0,432061,0,0,2023-08-05,-,-30.048605,-51.2056502
SALA/CONJUNTO COMERCIAL,ALUGAR,1485,850,RUA,UMBU,PASSO DA AREIA,PORTO ALEGRE,RS,37,0,1,0,432125,0,0,2023-08-05,-,-30.0564172,-51.0205958
LOJA,ALUGAR,6700,5500,RUA,IRMAO JOSE OTAO,INDEPENDENCIA,PORTO ALEGRE,RS,248,0,0,0,432237,0,0,2023-08-05,-,-30.0306406,-51.2167781
SALA/CONJUNTO COMERCIAL,ALUGAR,46313,38200,AVENIDA,PERNAMBUCO,NAVEGANTES,PORTO ALEGRE,RS,845,0,0,0,432260,0,0,2023-08-05,-,-30.0132534,-51.2024532
SALA/CONJUNTO COMERCIAL,ALUGAR,1987,1300,AVENIDA,ITAQUI,PETROPOLIS,PORTO ALEGRE,RS,54,0,0,1,432327,0,0,2023-08-05,-,-30.0415553,-51.1883687
CASA COMERCIAL,ALUGAR,13852,12000,RUA,ERASTO ROXO DE ARAUJO CORREA,BOA VISTA,PORTO ALEGRE,RS,513,0,0,1,432351,0,0,2023-08-05,-,-30.0232527,-51.1709948
PREDIO,ALUGAR,35900,35000,AVENIDA,IPIRANGA,JARDIM BOTANICO,PORTO ALEGRE,RS,940,0,10,1,432352,0,0,2023-08-05,-,-30.0554878,-51.1692291
LOJA,ALUGAR,2489,2300,RUA,JOSE DO PATROCINIO,CIDADE BAIXA,PORTO ALEGRE,RS,32,0,0,0,432365,0,0,2023-08-05,-,-29.9330575,-51.0286829
LOJA,ALUGAR,16228,15000,RUA,DOS ANDRADAS,CENTRO HISTORICO,PORTO ALEGRE,RS,85,0,0,0,432434,0,0,2023-08-05,-,-30.0296388,-51.2232103
CASA COMERCIAL,ALUGAR,12776,12000,AVENIDA,BASTIAN,MENINO DEUS,PORTO ALEGRE,RS,294,0,0,1,432442,0,0,2023-08-05,-,-30.0505697,-51.225511
SALA/CONJUNTO COMERCIAL,ALUGAR,3271,2200,AVENIDA,SENADOR TARSO DUTRA,PETROPOLIS,PORTO ALEGRE,RS,48,0,0,0,432513,0,0,2023-08-05,-,-30.0395284,-51.1736994
SALA/CONJUNTO COMERCIAL,ALUGAR,7300,7000,AVENIDA,IPIRANGA,JARDIM BOTANICO,PORTO ALEGRE,RS,207,0,2,1,432597,0,0,2023-08-05,-,-30.0554878,-51.1692291
SALA/CONJUNTO COMERCIAL,ALUGAR,7400,7000,AVENIDA,IPIRANGA,JARDIM BOTANICO,PORTO ALEGRE,RS,556,0,2,1,432600,0,0,2023-08-05,-,-30.0554878,-51.1692291
SALA/CONJUNTO COMERCIAL,ALUGAR,2560,1200,RUA,RIACHUELO,CENTRO HISTORICO,PORTO ALEGRE,RS,76,0,2,0,431208,0,0,2023-08-05,-,-30.0327864,-51.2345941
CASA COMERCIAL,ALUGAR,10036,9800,AVENIDA,ENCANTADO,PETROPOLIS,PORTO ALEGRE,RS,300,0,0,1,431361,0,0,2023-08-05,-,-30.0393462,-51.1811987
CASA COMERCIAL,ALUGAR,18635,18000,RUA,MUCIO TEIXEIRA,MENINO DEUS,PORTO ALEGRE,RS,300,8,10,5,431447,0,0,2023-08-05,-,-30.0596369,-51.2256224
SALA/CONJUNTO COMERCIAL,ALUGAR,4588,4000,AVENIDA,PADRE CACIQUE,CRISTAL,PORTO ALEGRE,RS,32,0,0,0,423788,0,0,2023-08-05,-,-30.0771014,-51.2446466
LOJA,ALUGAR,1952,1600,AVENIDA,OSVALDO ARANHA,BOM FIM,PORTO ALEGRE,RS,60,0,0,0,423801,0,0,2023-08-05,-,-30.0354441,-51.2112849
LOJA,ALUGAR,8200,7000,AVENIDA,OSVALDO ARANHA,BOM FIM,PORTO ALEGRE,RS,170,0,0,0,423804,0,0,2023-08-05,-,-30.0354441,-51.2112849
LOJA,ALUGAR,37133,2700,AVENIDA,OSVALDO ARANHA,BOM FIM,PORTO ALEGRE,RS,43,0,0,0,423841,0,0,2023-08-05,-,-30.0354441,-51.2112849
SALA/CONJUNTO COMERCIAL,ALUGAR,8960,6000,AVENIDA,CARLOS GOMES,AUXILIADORA,PORTO ALEGRE,RS,142,0,0,0,423891,0,0,2023-08-05,-,-30.0373718,-51.1744218
SALA/CONJUNTO COMERCIAL,ALUGAR,14581,12000,RUA,PADRE CHAGAS,MOINHOS DE VENTO,PORTO ALEGRE,RS,186,0,0,0,423908,0,0,2023-08-05,-,-29.6873852,-51.135434
SALA/CONJUNTO COMERCIAL,ALUGAR,3700,2500,RUA,FELIX DA CUNHA,FLORESTA,PORTO ALEGRE,RS,87,0,0,0,423944,0,0,2023-08-05,-,-30.0181669,-51.2023045
LOJA,ALUGAR,7195,7000,RUA,FELIZARDO FURTADO,PETROPOLIS,PORTO ALEGRE,RS,90,0,0,0,423970,0,0,2023-08-05,-,-30.0474023,-51.1836485
