TIPO,OFERTA,VALORES,VALORES_PROMO,RUA/AV,LOGRADOURO,LOCATION,CITY,STATE,AREA,QUARTO,GARAGEM,BANHEIRO,KEY,ALTO_PADRAO,AVALIA_IMOVEL_NO_NEGOCIO,MOBILIADO,PRONTO_PARA_MORAR,DATA_ANUNCIO,DATA_RETIRADA,LAT_STREET,LON_STREET
SALA/CONJUNTO COMERCIAL,COMPRA,117000,111000,RUA,DOS ANDRADAS,CENTRO HISTORICO,PORTO ALEGRE,RS,61.0,0,0,1,373309,0.0,0,0,0,2023-08-05,-,-30.0296388,-51.2232103
SALA/CONJUNTO COMERCIAL,COMPRA,106000,100700,RUA,DOUTOR FLORES,CENTRO HISTORICO,PORTO ALEGRE,RS,40.0,0,0,0,207195,0.0,0,0,0,2023-08-05,-,-30.0310212,-51.2247936
SALA/CONJUNTO COMERCIAL,COMPRA,100000,90000,RUA,DOS ANDRADAS,CENTRO HISTORICO,PORTO ALEGRE,RS,35.0,0,0,2,401571,0.0,0,0,0,2023-08-05,-,-30.0296388,-51.2232103
SALA/CONJUNTO COMERCIAL,COMPRA,95000,90000,RUA,BARAO DO AMAZONAS,JARDIM BOTANICO,PORTO ALEGRE,RS,26.0,0,0,0,326224,0.0,0,0,0,2023-08-05,-,-29.6849286,-51.150704
SALA/CONJUNTO COMERCIAL,COMPRA,95000,90250,RUA,GENERAL LIMA E SILVA,CIDADE BAIXA,PORTO ALEGRE,RS,26.0,0,0,1,371721,0.0,0,0,0,2023-08-05,-,-30.0402042,-51.2190355
SALA/CONJUNTO COMERCIAL,COMPRA,95000,90250,RUA,DOS ANDRADAS,CENTRO HISTORICO,PORTO ALEGRE,RS,40.0,0,0,2,339042,0.0,0,0,0,2023-08-05,-,-30.0296388,-51.2232103
SALA/CONJUNTO COMERCIAL,COMPRA,90000,85000,AVENIDA,TAQUARA,PETROPOLIS,PORTO ALEGRE,RS,26.0,0,0,2,307044,0.0,0,0,0,2023-08-05,-,-29.6282086,-50.8282846
SALA/CONJUNTO COMERCIAL,COMPRA,75000,71000,RUA,DOS ANDRADAS,CENTRO HISTORICO,PORTO ALEGRE,RS,22.0,0,0,0,369980,0.0,0,0,0,2023-08-05,-,-30.0296388,-51.2232103
SALA/CONJUNTO COMERCIAL,COMPRA,75000,71000,RUA,DOS ANDRADAS,CENTRO HISTORICO,PORTO ALEGRE,RS,22.0,0,0,0,369983,0.0,0,0,0,2023-08-05,-,-30.0296388,-51.2232103
SALA/CONJUNTO COMERCIAL,COMPRA,74000,69000,AVENIDA,PROTASIO ALVES,PETROPOLIS,PORTO ALEGRE,RS,22.0,0,0,0,185297,0.0,0,0,0,2023-08-05,-,-30.0399646,-51.1714215
SALA/CONJUNTO COMERCIAL,COMPRA,69400,65900,RUA,DOS ANDRADAS,CENTRO HISTORICO,PORTO ALEGRE,RS,16.0,0,0,2,369420,0.0,0,0,0,2023-08-05,-,-30.0296388,-51.2232103
SALA/CONJUNTO COMERCIAL,COMPRA,68320,64900,RUA,DOS ANDRADAS,CENTRO HISTORICO,PORTO ALEGRE,RS,16.0,0,0,2,369438,0.0,0,0,0,2023-08-05,-,-30.0296388,-51.2232103
SALA/CONJUNTO COMERCIAL,COMPRA,68320,64900,RUA,DOS ANDRADAS,CENTRO HISTORICO,PORTO ALEGRE,RS,16.0,0,0,2,369450,0.0,0,0,0,2023-08-05,-,-30.0296388,-51.2232103
BOX/GARAGEM,COMPRA,64000,60800,RUA,DUQUE DE CAXIAS,CENTRO HISTORICO,PORTO ALEGRE,RS,12.0,0,0,2,411576,0.0,0,0,0,2023-08-05,-,-30.0336261,-51.228012
SALA/CONJUNTO COMERCIAL,COMPRA,64000,60800,RUA,DOS ANDRADAS,CENTRO HISTORICO,PORTO ALEGRE,RS,15.0,0,0,2,369455,0.0,0,0,0,2023-08-05,-,-30.0296388,-51.2232103
SALA/CONJUNTO COMERCIAL,COMPRA,63000,59850,RUA,DOS ANDRADAS,CENTRO HISTORICO,PORTO ALEGRE,RS,15.0,0,0,2,369432,0.0,0,0,0,2023-08-05,-,-30.0296388,-51.2232103
SALA/CONJUNTO COMERCIAL,COMPRA,62000,58900,RUA,DOS ANDRADAS,CENTRO HISTORICO,PORTO ALEGRE,RS,14.0,0,0,2,369403,0.0,0,0,0,2023-08-05,-,-30.0296388,-51.2232103
SALA/CONJUNTO COMERCIAL,COMPRA,62000,58900,RUA,DOS ANDRADAS,CENTRO HISTORICO,PORTO ALEGRE,RS,14.0,0,0,2,369410,0.0,0,0,0,2023-08-05,-,-30.0296388,-51.2232103
SALA/CONJUNTO COMERCIAL,COMPRA,50000,36000,AVENIDA,PRESIDENTE FRANKLIN ROOSEVELT,SAO GERALDO,PORTO ALEGRE,RS,13.0,0,0,1,413684,0.0,0,0,0,2023-08-05,-,-30.0086277,-51.203229
BOX/GARAGEM,COMPRA,50000,42500,RUA,SIQUEIRA CAMPOS,CENTRO HISTORICO,PORTO ALEGRE,RS,14.0,0,1,0,182800,0.0,0,0,0,2023-08-05,-,-30.0305543,-51.2369341
SALA/CONJUNTO COMERCIAL,COMPRA,50000,46000,RUA,MOURA AZEVEDO,SAO GERALDO,PORTO ALEGRE,RS,20.0,0,0,1,375596,0.0,0,0,0,2023-08-05,-,-30.0113408,-51.2042437
BOX/GARAGEM,COMPRA,50000,47500,RUA,DUQUE DE CAXIAS,CENTRO HISTORICO,PORTO ALEGRE,RS,16.0,0,0,0,365189,0.0,0,0,0,2023-08-05,-,-30.0336261,-51.228012
BOX/GARAGEM,COMPRA,42000,43000,AVENIDA,ASSIS BRASIL,JARDIM LINDOIA,PORTO ALEGRE,RS,11.0,0,1,1,410333,0.0,0,0,0,2023-08-05,-,-29.9799682,-51.1144159
BOX/GARAGEM,COMPRA,42000,39900,RUA,DUQUE DE CAXIAS,CENTRO HISTORICO,PORTO ALEGRE,RS,18.0,0,0,0,357614,0.0,0,0,0,2023-08-05,-,-30.0336261,-51.228012
APARTAMENTO,COMPRA,979000,979000,RUA,CORONEL CAMISAO,HIGIENOPOLIS,PORTO ALEGRE,RS,99.0,3,2,2,367321,0.0,1,0,0,2023-08-05,-,-29.9142634,-51.1956661
SALA/CONJUNTO COMERCIAL,COMPRA,520000,520000,RUA,LUCIANA DE ABREU,MOINHOS DE VENTO,PORTO ALEGRE,RS,58.0,0,2,2,390689,0.0,0,0,0,2023-08-05,-,-30.0248094,-51.203114
SALA/CONJUNTO COMERCIAL,COMPRA,415000,415000,AVENIDA,JOAO WALLIG,PASSO DA AREIA,PORTO ALEGRE,RS,46.0,0,1,1,381635,0.0,0,0,0,2023-08-05,-,-30.01344,-51.1649076
SALA/CONJUNTO COMERCIAL,COMPRA,691500,691500,PRACA,PRACA SENADOR FLORENCIO( PRACA DA ALFANDEGA),CENTRO HISTORICO,PORTO ALEGRE,RS,168.0,0,0,2,383848,0.0,0,0,0,2023-08-05,-,-,-
CASA COMERCIAL,COMPRA,1140000,1140000,AVENIDA,CORONEL LUCAS DE OLIVEIRA,PETROPOLIS,PORTO ALEGRE,RS,110.0,2,0,2,383023,0.0,0,0,0,2023-08-05,-,-30.0394093,-51.1944332
LOJA,COMPRA,300000,300000,RUA,VINTE E QUATRO DE OUTUBRO,MOINHOS DE VENTO,PORTO ALEGRE,RS,55.0,0,0,2,388695,0.0,0,0,0,2023-08-05,-,-30.0279761,-51.2058778
SALA/CONJUNTO COMERCIAL,COMPRA,479500,479500,AVENIDA,ASSIS BRASIL,PASSO DA AREIA,PORTO ALEGRE,RS,39.0,0,1,1,392088,0.0,1,0,0,2023-08-05,-,-29.9799682,-51.1144159
SALA/CONJUNTO COMERCIAL,COMPRA,295000,295000,RUA,VINTE E QUATRO DE OUTUBRO,MOINHOS DE VENTO,PORTO ALEGRE,RS,60.0,0,1,1,402669,0.0,1,0,0,2023-08-05,-,-30.0279761,-51.2058778
SALA/CONJUNTO COMERCIAL,COMPRA,229000,229000,AVENIDA,ASSIS BRASIL,SAO SEBASTIAO,PORTO ALEGRE,RS,26.0,0,0,1,375985,0.0,1,0,0,2023-08-05,-,-29.9799682,-51.1144159
SALA/CONJUNTO COMERCIAL,COMPRA,735000,735000,AVENIDA,BORGES DE MEDEIROS,PRAIA DE BELAS,PORTO ALEGRE,RS,56.0,0,1,0,341532,0.0,0,0,0,2023-08-05,-,-29.6611245,-50.5844571
SALA/CONJUNTO COMERCIAL,COMPRA,450000,450000,AVENIDA,DOUTOR NILO PECANHA,JARDIM EUROPA,PORTO ALEGRE,RS,39.0,0,1,0,369762,0.0,0,0,1,2023-08-05,-,-30.0290116,-51.1578614
SALA/CONJUNTO COMERCIAL,COMPRA,450000,450000,AVENIDA,DOUTOR NILO PECANHA,JARDIM EUROPA,PORTO ALEGRE,RS,38.0,0,1,0,369763,0.0,0,0,1,2023-08-05,-,-30.0290116,-51.1578614
SALA/CONJUNTO COMERCIAL,COMPRA,109000,109000,AVENIDA,BENTO GONCALVES,PARTENON,PORTO ALEGRE,RS,25.0,0,1,1,380566,0.0,1,0,0,2023-08-05,-,-30.0760656,-51.1315976
SALA/CONJUNTO COMERCIAL,COMPRA,475000,475000,RUA,ANITA GARIBALDI,MONT SERRAT,PORTO ALEGRE,RS,33.0,0,1,1,371368,0.0,0,0,1,2023-08-05,-,-30.022182,-51.1738111
CASA,COMPRA,2500000,2500000,AVENIDA,PANAMERICANA,JARDIM LINDOIA,PORTO ALEGRE,RS,500.0,4,4,5,354999,0.0,0,0,0,2023-08-05,-,-30.0039617,-51.1513808
SALA/CONJUNTO COMERCIAL,COMPRA,228000,228000,RUA,CAJU,PETROPOLIS,PORTO ALEGRE,RS,26.0,0,2,0,358821,0.0,0,0,0,2023-08-05,-,-29.8353018,-51.2605203
SALA/CONJUNTO COMERCIAL,COMPRA,178000,178000,AVENIDA,IGUASSU,PETROPOLIS,PORTO ALEGRE,RS,50.0,0,0,0,344859,0.0,0,0,0,2023-08-05,-,-30.0417055,-51.180103
PREDIO,COMPRA,2900000,2900000,AVENIDA,BALTAZAR DE OLIVEIRA GARCIA,RUBEM BERTA,PORTO ALEGRE,RS,606.0,0,8,4,379216,0.0,0,0,0,2023-08-05,-,-30.0118018,-51.0949431
PREDIO,COMPRA,899000,899000,AVENIDA,BRASIL,NAVEGANTES,PORTO ALEGRE,RS,418.0,3,2,3,379241,0.0,0,0,0,2023-08-05,-,-30.0063747,-51.197254
SALA/CONJUNTO COMERCIAL,COMPRA,299000,299000,RUA,FELIPE NERI,AUXILIADORA,PORTO ALEGRE,RS,51.0,0,0,0,338921,0.0,0,0,0,2023-08-05,-,-30.0232971,-51.1952196
SALA/CONJUNTO COMERCIAL,COMPRA,850000,850000,RUA,FELICISSIMO DE AZEVEDO,HIGIENOPOLIS,PORTO ALEGRE,RS,160.0,0,2,0,313348,0.0,1,0,0,2023-08-05,-,-30.0174708,-51.1886484
SALA/CONJUNTO COMERCIAL,COMPRA,545000,545000,RUA,GONCALO DE CARVALHO,FLORESTA,PORTO ALEGRE,RS,79.0,0,1,0,363881,0.0,0,0,0,2023-08-05,-,-30.0254931,-51.0729693
SALA/CONJUNTO COMERCIAL,COMPRA,255000,255000,RUA,DOM PEDRO II,SAO JOAO,PORTO ALEGRE,RS,32.0,0,1,0,310773,0.0,0,0,0,2023-08-05,-,-30.0107225,-51.1890716
SALA/CONJUNTO COMERCIAL,COMPRA,345000,345000,AVENIDA,ASSIS BRASIL,PASSO DA AREIA,PORTO ALEGRE,RS,33.0,0,1,0,320492,0.0,1,0,0,2023-08-05,-,-29.9799682,-51.1144159
SALA/CONJUNTO COMERCIAL,COMPRA,180000,180000,AVENIDA,PERNAMBUCO,NAVEGANTES,PORTO ALEGRE,RS,42.0,0,0,0,330351,0.0,1,0,0,2023-08-05,-,-30.0132534,-51.2024532
CASA,COMPRA,1563000,1563000,RUA,JOAO PARIS,SARANDI,PORTO ALEGRE,RS,492.0,3,8,9,327737,0.0,1,0,0,2023-08-05,-,-29.991552,-51.1067845
SALA/CONJUNTO COMERCIAL,COMPRA,629100,629100,RUA,FERNANDO GOMES,MOINHOS DE VENTO,PORTO ALEGRE,RS,45.0,0,2,0,321072,0.0,0,0,0,2023-08-05,-,-30.0257736,-51.2058444
SALA/CONJUNTO COMERCIAL,COMPRA,400680,400680,AVENIDA,PADRE CACIQUE,MENINO DEUS,PORTO ALEGRE,RS,45.0,0,1,0,321988,0.0,1,0,1,2023-08-05,-,-30.0771014,-51.2446466
SALA/CONJUNTO COMERCIAL,COMPRA,363422,363422,AVENIDA,PADRE CACIQUE,MENINO DEUS,PORTO ALEGRE,RS,49.0,0,1,0,321992,0.0,1,0,1,2023-08-05,-,-30.0771014,-51.2446466
SALA/CONJUNTO COMERCIAL,COMPRA,374170,374170,AVENIDA,PADRE CACIQUE,MENINO DEUS,PORTO ALEGRE,RS,44.0,0,1,0,321995,0.0,1,0,1,2023-08-05,-,-30.0771014,-51.2446466
SALA/CONJUNTO COMERCIAL,COMPRA,422940,422940,AVENIDA,PADRE CACIQUE,MENINO DEUS,PORTO ALEGRE,RS,45.0,0,1,0,322002,0.0,1,0,1,2023-08-05,-,-30.0771014,-51.2446466
SALA/CONJUNTO COMERCIAL,COMPRA,397440,397440,AVENIDA,PADRE CACIQUE,MENINO DEUS,PORTO ALEGRE,RS,44.0,0,1,0,322003,0.0,1,0,1,2023-08-05,-,-30.0771014,-51.2446466
PREDIO,COMPRA,2900000,2900000,AVENIDA,FARRAPOS,FLORESTA,PORTO ALEGRE,RS,904.0,0,20,0,357795,0.0,0,0,0,2023-08-05,-,-29.995022,-51.1885443
LOTE/TERRENO,COMPRA,430000,430000,AVENIDA,BALTAZAR DE OLIVEIRA GARCIA,PASSO DAS PEDRAS,PORTO ALEGRE,RS,313.0,0,0,0,351776,0.0,0,0,0,2023-08-05,-,-30.0118018,-51.0949431
SALA/CONJUNTO COMERCIAL,COMPRA,150000,150000,RUA,VIGARIO JOSE INACIO,CENTRO HISTORICO,PORTO ALEGRE,RS,117.0,0,0,0,308121,0.0,1,0,0,2023-08-05,-,-29.5676459,-50.7909134
SALA/CONJUNTO COMERCIAL,COMPRA,215000,215000,AVENIDA,IGUASSU,PETROPOLIS,PORTO ALEGRE,RS,68.0,0,0,2,308964,0.0,0,0,0,2023-08-05,-,-30.0417055,-51.180103
SALA/CONJUNTO COMERCIAL,COMPRA,270000,270000,RUA,MARQUES DO POMBAL,MOINHOS DE VENTO,PORTO ALEGRE,RS,41.0,0,1,0,279978,0.0,1,0,0,2023-08-05,-,-30.0192009,-51.1915381
SALA/CONJUNTO COMERCIAL,COMPRA,484500,484500,RUA,GOMES JARDIM,SANTANA,PORTO ALEGRE,RS,41.0,0,1,0,302206,0.0,1,0,1,2023-08-05,-,-30.048605,-51.2056502
PREDIO,COMPRA,1425000,1425000,RUA,MARIANTE,RIO BRANCO,PORTO ALEGRE,RS,160.0,0,0,0,294739,0.0,1,0,0,2023-08-05,-,-30.0375651,-51.2039987
SALA/CONJUNTO COMERCIAL,COMPRA,650000,650000,AVENIDA,PRAIA DE BELAS,PRAIA DE BELAS,PORTO ALEGRE,RS,40.0,0,1,0,293552,0.0,0,0,0,2023-08-05,-,-30.0418804,-51.2279351
SALA/CONJUNTO COMERCIAL,COMPRA,199900,199900,RUA,BARAO DO GRAVATAI,MENINO DEUS,PORTO ALEGRE,RS,30.0,0,1,0,306327,0.0,0,0,0,2023-08-05,-,-30.0443239,-51.2258336
SALA/CONJUNTO COMERCIAL,COMPRA,949000,949000,RUA,GENERAL JOAO MANOEL,CENTRO HISTORICO,PORTO ALEGRE,RS,255.0,0,0,0,303229,0.0,0,0,0,2023-08-05,-,-30.0318584,-51.233169
SALA/CONJUNTO COMERCIAL,COMPRA,298000,298000,RUA,SILVA JARDIM,AUXILIADORA,PORTO ALEGRE,RS,58.0,0,0,0,303838,0.0,1,0,0,2023-08-05,-,-30.0274454,-51.1899181
SALA/CONJUNTO COMERCIAL,COMPRA,280000,280000,AVENIDA,CORONEL LUCAS DE OLIVEIRA,PETROPOLIS,PORTO ALEGRE,RS,78.0,0,1,0,262555,0.0,1,0,0,2023-08-05,-,-30.0394093,-51.1944332
SALA/CONJUNTO COMERCIAL,COMPRA,439000,439000,AVENIDA,CACAPAVA,PETROPOLIS,PORTO ALEGRE,RS,107.0,0,1,0,222853,0.0,0,0,0,2023-08-05,-,-30.0424909,-51.1814809
SALA/CONJUNTO COMERCIAL,COMPRA,170000,170000,RUA,GENERAL SOUZA DOCA,PETROPOLIS,PORTO ALEGRE,RS,29.0,0,0,0,210962,0.0,0,0,0,2023-08-05,-,-30.0452504,-51.1861356
SALA/CONJUNTO COMERCIAL,COMPRA,115000,115000,PRACA,OSVALDO CRUZ,CENTRO HISTORICO,PORTO ALEGRE,RS,54.0,0,0,0,243283,0.0,1,0,0,2023-08-05,-,-30.0264432,-51.22270946829152
SALA/CONJUNTO COMERCIAL,COMPRA,170000,170000,AVENIDA,CACAPAVA,PETROPOLIS,PORTO ALEGRE,RS,39.0,0,0,0,262982,0.0,0,0,0,2023-08-05,-,-30.0424909,-51.1814809
SALA/CONJUNTO COMERCIAL,COMPRA,439000,439000,RUA,ANITA GARIBALDI,MONT SERRAT,PORTO ALEGRE,RS,33.0,0,1,0,260026,0.0,0,0,0,2023-08-05,-,-30.022182,-51.1738111
SALA/CONJUNTO COMERCIAL,COMPRA,289500,289500,AVENIDA,TAQUARA,PETROPOLIS,PORTO ALEGRE,RS,45.0,0,0,0,257935,0.0,0,0,0,2023-08-05,-,-29.6282086,-50.8282846
SALA/CONJUNTO COMERCIAL,COMPRA,159600,159600,RUA,JOSE DE ALENCAR,MENINO DEUS,PORTO ALEGRE,RS,30.0,0,1,0,202405,0.0,0,0,0,2023-08-05,-,-30.0602814,-51.2241287
PREDIO,COMPRA,2550000,2550000,RUA,BARAO DO GUAIBA,MENINO DEUS,PORTO ALEGRE,RS,242.0,0,4,0,184139,0.0,0,0,0,2023-08-05,-,-30.084194,-51.0930201
SALA/CONJUNTO COMERCIAL,COMPRA,312000,312000,AVENIDA,DO FORTE,CRISTO REDENTOR,PORTO ALEGRE,RS,75.0,0,1,0,182317,0.0,1,0,0,2023-08-05,-,-30.0273181,-51.1507413
SALA/CONJUNTO COMERCIAL,COMPRA,326740,326740,AVENIDA,PADRE CACIQUE,MENINO DEUS,PORTO ALEGRE,RS,38.0,0,1,0,201734,0.0,1,0,1,2023-08-05,-,-30.0771014,-51.2446466
SALA/CONJUNTO COMERCIAL,COMPRA,378420,378420,AVENIDA,PADRE CACIQUE,MENINO DEUS,PORTO ALEGRE,RS,45.0,0,1,0,201737,0.0,1,0,1,2023-08-05,-,-30.0771014,-51.2446466
SALA/CONJUNTO COMERCIAL,COMPRA,375360,375360,AVENIDA,PADRE CACIQUE,MENINO DEUS,PORTO ALEGRE,RS,44.0,0,1,0,201744,0.0,1,0,1,2023-08-05,-,-30.0771014,-51.2446466
SALA/CONJUNTO COMERCIAL,COMPRA,298000,298000,AVENIDA,LUIZ MANOEL GONZAGA,TRES FIGUEIRAS,PORTO ALEGRE,RS,38.0,0,1,0,151094,0.0,0,0,0,2023-08-05,-,-30.0332832,-51.176097
SALA/CONJUNTO COMERCIAL,COMPRA,111000,111000,AVENIDA,PLINIO BRASIL MILANO,AUXILIADORA,PORTO ALEGRE,RS,32.0,0,0,0,92356,0.0,0,0,0,2023-08-05,-,-30.0127549,-51.1716265
SALA/CONJUNTO COMERCIAL,COMPRA,75000,75000,RUA,CRISTOVAO PEREIRA,PASSO DA AREIA,PORTO ALEGRE,RS,23.0,0,0,0,107267,0.0,0,0,0,2023-08-05,-,-30.0110723,-51.1675738
LOJA,COMPRA,1700000,1700000,RUA,MARIANTE,RIO BRANCO,PORTO ALEGRE,RS,442.0,0,10,0,6816,0.0,0,0,0,2023-08-05,-,-30.0375651,-51.2039987
LOTE/TERRENO,COMPRA,175000,175000,RUA,MADRE CLARA,MARIO QUINTANA,PORTO ALEGRE,RS,326.0,0,0,0,432169,0.0,1,0,0,2023-08-05,-,-30.0402475,-51.0923208
PAVILHAO,COMPRA,745000,745000,AVENIDA,BRINO,SANTA MARIA GORETTI,PORTO ALEGRE,RS,164.0,0,0,1,390719,0.0,0,0,0,2023-08-05,-,-30.0037161,-51.1805205
SALA/CONJUNTO COMERCIAL,COMPRA,390000,390000,RUA,DOS ANDRADAS,CENTRO HISTORICO,PORTO ALEGRE,RS,100.0,0,0,2,391012,0.0,0,0,0,2023-08-05,-,-30.0296388,-51.2232103
SALA/CONJUNTO COMERCIAL,COMPRA,261250,261250,RUA,FELIPE NERI,AUXILIADORA,PORTO ALEGRE,RS,74.0,0,0,1,380821,0.0,0,0,0,2023-08-05,-,-30.0232971,-51.1952196
SALA/CONJUNTO COMERCIAL,COMPRA,169000,169000,AVENIDA,SENADOR SALGADO FILHO,CENTRO HISTORICO,PORTO ALEGRE,RS,116.0,0,0,1,381330,0.0,1,0,0,2023-08-05,-,-30.0790762,-51.1153224
SALA/CONJUNTO COMERCIAL,COMPRA,169000,169000,AVENIDA,SENADOR SALGADO FILHO,CENTRO HISTORICO,PORTO ALEGRE,RS,116.0,0,0,1,381338,0.0,1,0,0,2023-08-05,-,-30.0790762,-51.1153224
SALA/CONJUNTO COMERCIAL,COMPRA,279900,279900,RUA,JOAO ABBOTT,PETROPOLIS,PORTO ALEGRE,RS,44.0,0,1,1,381825,0.0,0,0,0,2023-08-05,-,-30.0410076,-51.1834698
SALA/CONJUNTO COMERCIAL,COMPRA,394000,394000,AVENIDA,CARLOS GOMES,AUXILIADORA,PORTO ALEGRE,RS,46.0,0,1,1,382041,0.0,0,0,0,2023-08-05,-,-30.0373718,-51.1744218
SALA/CONJUNTO COMERCIAL,COMPRA,200000,200000,AVENIDA,ASSIS BRASIL,SAO SEBASTIAO,PORTO ALEGRE,RS,25.0,0,0,1,382540,0.0,0,0,0,2023-08-05,-,-29.9799682,-51.1144159
BOX/GARAGEM,COMPRA,38000,38000,RUA,SANTO ANTONIO,INDEPENDENCIA,PORTO ALEGRE,RS,12.0,0,1,1,382595,0.0,1,0,0,2023-08-05,-,-29.6357278,-50.4577898
BOX/GARAGEM,COMPRA,38000,38000,RUA,SANTO ANTONIO,INDEPENDENCIA,PORTO ALEGRE,RS,12.0,0,1,1,382598,0.0,1,0,0,2023-08-05,-,-29.6357278,-50.4577898
ANDAR,COMPRA,3800000,3800000,RUA,DOS ANDRADAS,CENTRO HISTORICO,PORTO ALEGRE,RS,821.0,0,0,1,382779,0.0,0,0,0,2023-08-05,-,-30.0296388,-51.2232103
SALA/CONJUNTO COMERCIAL,COMPRA,323000,323000,RUA,FERNANDES VIEIRA,BOM FIM,PORTO ALEGRE,RS,58.0,0,0,1,382282,0.0,0,0,0,2023-08-05,-,-30.0345107,-51.2109966
SALA/CONJUNTO COMERCIAL,COMPRA,358000,358000,AVENIDA,GETULIO VARGAS,MENINO DEUS,PORTO ALEGRE,RS,33.0,0,1,1,382477,0.0,0,0,0,2023-08-05,-,-29.6526379,-50.5738717
SALA/CONJUNTO COMERCIAL,COMPRA,870000,870000,RUA,RAMIRO BARCELOS,MOINHOS DE VENTO,PORTO ALEGRE,RS,90.0,0,2,0,382709,0.0,0,1,1,2023-08-05,-,-30.0287082,-51.2085122
SALA/CONJUNTO COMERCIAL,COMPRA,292600,292600,AVENIDA,ASSIS BRASIL,SAO SEBASTIAO,PORTO ALEGRE,RS,25.0,0,0,1,383034,0.0,0,0,0,2023-08-05,-,-29.9799682,-51.1144159
SALA/CONJUNTO COMERCIAL,COMPRA,957000,957000,AVENIDA,ASSIS BRASIL,SAO SEBASTIAO,PORTO ALEGRE,RS,75.0,0,2,1,383044,0.0,0,0,0,2023-08-05,-,-29.9799682,-51.1144159
PAVILHAO,COMPRA,800000,800000,AVENIDA,MARANHAO,SAO GERALDO,PORTO ALEGRE,RS,444.0,0,0,1,383072,0.0,0,0,0,2023-08-05,-,-30.0063991,-51.2036473
SALA/CONJUNTO COMERCIAL,COMPRA,360000,360000,RUA,DONA LAURA,RIO BRANCO,PORTO ALEGRE,RS,78.0,0,0,1,383087,0.0,0,0,0,2023-08-05,-,-30.0292454,-51.1953876
SALA/CONJUNTO COMERCIAL,COMPRA,65000,65000,PRACA,OSVALDO CRUZ,CENTRO HISTORICO,PORTO ALEGRE,RS,35.0,1,0,1,390844,0.0,1,0,0,2023-08-05,-,-30.0264432,-51.22270946829152
ANDAR,COMPRA,3000000,3000000,AVENIDA,JULIO DE CASTILHOS,CENTRO HISTORICO,PORTO ALEGRE,RS,384.0,0,0,2,389934,0.0,0,0,0,2023-08-05,-,-30.2372192,-50.236148
SALA/CONJUNTO COMERCIAL,COMPRA,260000,260000,RUA,SANTOS DUMONT,FLORESTA,PORTO ALEGRE,RS,31.0,0,1,1,389841,0.0,0,0,0,2023-08-05,-,-29.7278375,-51.1484306
SALA/CONJUNTO COMERCIAL,COMPRA,128000,128000,AVENIDA,BENJAMIN CONSTANT,SAO JOAO,PORTO ALEGRE,RS,58.0,1,0,1,390136,0.0,0,0,0,2023-08-05,-,-30.0139662,-51.1952202
SALA/CONJUNTO COMERCIAL,COMPRA,150000,150000,AVENIDA,TAQUARA,PETROPOLIS,PORTO ALEGRE,RS,37.0,0,0,1,390154,0.0,0,0,0,2023-08-05,-,-29.6282086,-50.8282846
LOTE/TERRENO,COMPRA,440000,440000,AVENIDA,EDGAR PIRES DE CASTRO,HIPICA,PORTO ALEGRE,RS,316.0,0,0,0,384779,0.0,1,0,0,2023-08-05,-,-30.1564156,-51.1652878
SALA/CONJUNTO COMERCIAL,COMPRA,320000,320000,RUA,ANTENOR LEMOS,MENINO DEUS,PORTO ALEGRE,RS,52.0,0,0,1,384786,0.0,0,0,0,2023-08-05,-,-30.0597045,-51.2289498
SALA/CONJUNTO COMERCIAL,COMPRA,100000,100000,RUA,COMENDADOR RHEINGANTZ,AUXILIADORA,PORTO ALEGRE,RS,38.0,0,0,2,384921,0.0,0,0,0,2023-08-05,-,-30.0238169,-51.1865
LOJA,COMPRA,330000,330000,RUA,TOMAZ FLORES,BOM FIM,PORTO ALEGRE,RS,39.0,0,0,2,391359,0.0,0,0,0,2023-08-05,-,-30.0308315,-51.2159955
SALA/CONJUNTO COMERCIAL,COMPRA,620000,620000,AVENIDA,OTAVIO ROCHA,CENTRO HISTORICO,PORTO ALEGRE,RS,157.0,0,0,2,388164,0.0,0,0,0,2023-08-05,-,-30.028205,-51.2237342
CASA COMERCIAL,COMPRA,427050,427050,RUA,GONCALO DE CARVALHO,FLORESTA,PORTO ALEGRE,RS,48.0,0,0,1,385674,0.0,1,0,0,2023-08-05,-,-30.0254931,-51.0729693
SALA/CONJUNTO COMERCIAL,COMPRA,94500,94500,AVENIDA,CRISTOVAO COLOMBO,FLORESTA,PORTO ALEGRE,RS,28.0,0,0,1,385028,0.0,0,0,0,2023-08-05,-,-30.0220731,-51.2085441
SALA/CONJUNTO COMERCIAL,COMPRA,270000,270000,PRACA,DOM FELICIANO,CENTRO HISTORICO,PORTO ALEGRE,RS,47.0,0,0,2,385580,0.0,0,0,0,2023-08-05,-,-30.029934599999997,-51.22272080789821
LOJA,COMPRA,550000,550000,RUA,OLIVEIRA LOPES,SARANDI,PORTO ALEGRE,RS,65.0,0,0,1,394387,0.0,1,0,0,2023-08-05,-,-29.9927735,-51.1282646
LOJA,COMPRA,750000,750000,RUA,OLIVEIRA LOPES,SARANDI,PORTO ALEGRE,RS,104.0,0,0,1,394396,0.0,0,0,0,2023-08-05,-,-29.9927735,-51.1282646
SALA/CONJUNTO COMERCIAL,COMPRA,138300,138300,RUA,DOS ANDRADAS,CENTRO HISTORICO,PORTO ALEGRE,RS,38.0,0,0,2,387334,0.0,0,0,0,2023-08-05,-,-30.0296388,-51.2232103
