TIPO,OFERTA,VALORES,VALORES_PROMO,RUA/AV,LOGRADOURO,LOCATION,CITY,STATE,AREA,QUARTO,GARAGEM,BANHEIRO,KEY,ALTO_PADRAO,AVALIA_IMOVEL_NO_NEGOCIO,MOBILIADO,PRONTO_PARA_MORAR,DATA_ANUNCIO,DATA_RETIRADA,LAT_STREET,LON_STREET
SALA/CONJUNTO COMERCIAL,COMPRA,215000,215000,RUA,GENERAL ANDRADE NEVES,CENTRO HISTORICO,PORTO ALEGRE,RS,42.0,0,0,0,273868,0.0,0,0,0,2023-08-05,-,-30.0306284,-51.2287098
SALA/CONJUNTO COMERCIAL,COMPRA,484975,484975,RUA,DOM PEDRO II,HIGIENOPOLIS,PORTO ALEGRE,RS,39.0,0,1,0,273895,0.0,0,0,1,2023-08-05,-,-30.0107225,-51.1890716
BOX/GARAGEM,COMPRA,30000,30000,RUA,CORONEL VICENTE,CENTRO HISTORICO,PORTO ALEGRE,RS,12.0,0,1,0,274136,0.0,0,0,0,2023-08-05,-,-30.0258604,-51.2211645
SALA/CONJUNTO COMERCIAL,COMPRA,270000,270000,RUA,SANTA CATARINA,PASSO DA AREIA,PORTO ALEGRE,RS,45.0,0,1,0,274277,0.0,0,0,0,2023-08-05,-,-30.0927235,-51.0551586
SALA/CONJUNTO COMERCIAL,COMPRA,75000,75000,AVENIDA,ALBERTO BINS,CENTRO HISTORICO,PORTO ALEGRE,RS,22.0,0,0,0,274279,0.0,0,0,0,2023-08-05,-,-30.0278879,-51.2192861
SALA/CONJUNTO COMERCIAL,COMPRA,647000,647000,AVENIDA,LOUREIRO DA SILVA,CIDADE BAIXA,PORTO ALEGRE,RS,42.0,0,1,0,295528,0.0,0,0,0,2023-08-05,-,-30.0350342,-51.2232904
SALA/CONJUNTO COMERCIAL,COMPRA,550000,550000,RUA,FERNANDO GOMES,MOINHOS DE VENTO,PORTO ALEGRE,RS,45.0,0,1,0,295677,0.0,0,0,0,2023-08-05,-,-30.0257736,-51.2058444
LOJA,COMPRA,56000,56000,AVENIDA,DA AZENHA,AZENHA,PORTO ALEGRE,RS,44.0,0,0,0,270632,0.0,0,0,0,2023-08-05,-,-30.0477,-51.2135798
PREDIO,COMPRA,999000,999000,RUA,VITOR HUGO,PETROPOLIS,PORTO ALEGRE,RS,158.0,0,0,0,270679,0.0,0,0,0,2023-08-05,-,-30.0433704,-51.1882543
SALA/CONJUNTO COMERCIAL,COMPRA,582504,582504,AVENIDA,SENADOR TARSO DUTRA,PETROPOLIS,PORTO ALEGRE,RS,54.0,0,0,0,270735,0.0,0,0,0,2023-08-05,-,-30.0395284,-51.1736994
SALA/CONJUNTO COMERCIAL,COMPRA,265000,265000,AVENIDA,IPIRANGA,JARDIM BOTANICO,PORTO ALEGRE,RS,34.0,0,1,0,270867,0.0,0,0,0,2023-08-05,-,-30.0554878,-51.1692291
SALA/CONJUNTO COMERCIAL,COMPRA,175000,175000,AVENIDA,TERESOPOLIS,TERESOPOLIS,PORTO ALEGRE,RS,47.0,0,1,0,270925,0.0,0,0,0,2023-08-05,-,-30.0823909,-51.2133095
LOJA,COMPRA,1384266,1384266,RUA,GENERAL LIMA E SILVA,CIDADE BAIXA,PORTO ALEGRE,RS,74.0,0,0,0,270268,0.0,0,0,0,2023-08-05,-,-30.0402042,-51.2190355
SALA/CONJUNTO COMERCIAL,COMPRA,700000,700000,RUA,FELIX DA CUNHA,FLORESTA,PORTO ALEGRE,RS,112.0,0,0,0,270349,0.0,0,0,0,2023-08-05,-,-30.0181669,-51.2023045
SALA/CONJUNTO COMERCIAL,COMPRA,180000,180000,RUA,DOS ANDRADAS,CENTRO HISTORICO,PORTO ALEGRE,RS,43.0,0,0,0,270449,0.0,0,0,0,2023-08-05,-,-30.0296388,-51.2232103
SALA/CONJUNTO COMERCIAL,COMPRA,360000,360000,RUA,JOSE DE ALENCAR,MENINO DEUS,PORTO ALEGRE,RS,29.0,0,1,0,270453,0.0,0,0,0,2023-08-05,-,-30.0602814,-51.2241287
SALA/CONJUNTO COMERCIAL,COMPRA,460000,460000,RUA,RAMIRO BARCELOS PAR,FLORESTA,PORTO ALEGRE,RS,43.0,0,1,0,271125,0.0,0,0,0,2023-08-05,-,-,-
SALA/CONJUNTO COMERCIAL,COMPRA,350000,350000,AVENIDA,BORGES DE MEDEIROS,PRAIA DE BELAS,PORTO ALEGRE,RS,33.0,0,1,0,271301,0.0,0,0,0,2023-08-05,-,-29.6611245,-50.5844571
SALA/CONJUNTO COMERCIAL,COMPRA,160000,160000,RUA,DOS ANDRADAS,CENTRO HISTORICO,PORTO ALEGRE,RS,37.0,0,0,0,271334,0.0,0,0,0,2023-08-05,-,-30.0296388,-51.2232103
SALA/CONJUNTO COMERCIAL,COMPRA,330000,330000,RUA,VINTE E QUATRO DE OUTUBRO,MOINHOS DE VENTO,PORTO ALEGRE,RS,36.0,0,1,0,271420,0.0,0,0,0,2023-08-05,-,-30.0279761,-51.2058778
ESTACIONAMENTO,COMPRA,69900,69900,RUA,MARECHAL FLORIANO PEIXOTO,CENTRO HISTORICO,PORTO ALEGRE,RS,17.0,0,0,0,271839,0.0,0,0,0,2023-08-05,-,-30.0305905,-51.2268791
SALA/CONJUNTO COMERCIAL,COMPRA,450000,450000,AVENIDA,INDEPENDENCIA,INDEPENDENCIA,PORTO ALEGRE,RS,41.0,0,1,0,271913,0.0,0,0,0,2023-08-05,-,-30.0293303,-51.2148669
SALA/CONJUNTO COMERCIAL,COMPRA,650000,650000,RUA,BARAO DO AMAZONAS,PETROPOLIS,PORTO ALEGRE,RS,170.0,0,1,0,271925,0.0,0,0,0,2023-08-05,-,-29.6849286,-51.150704
PAVILHAO,COMPRA,780000,780000,RUA,BARAO DO TRIUNFO,MENINO DEUS,PORTO ALEGRE,RS,355.0,0,0,0,271939,0.0,0,0,0,2023-08-05,-,-30.081909,-51.0913588
SALA/CONJUNTO COMERCIAL,COMPRA,189000,189000,RUA,COMENDADOR RHEINGANTZ,AUXILIADORA,PORTO ALEGRE,RS,37.0,0,0,0,273490,0.0,0,0,0,2023-08-05,-,-30.0238169,-51.1865
SALA/CONJUNTO COMERCIAL,COMPRA,150000,150000,RUA,GENERAL CAMARA,CENTRO HISTORICO,PORTO ALEGRE,RS,33.0,0,0,0,273665,0.0,0,0,0,2023-08-05,-,-30.0614614,-51.1025552
SALA/CONJUNTO COMERCIAL,COMPRA,155000,155000,AVENIDA,IJUI,PETROPOLIS,PORTO ALEGRE,RS,36.0,0,0,0,273670,0.0,0,0,0,2023-08-05,-,-30.0384635,-51.1873967
SALA/CONJUNTO COMERCIAL,COMPRA,469724,469724,RUA,DOM PEDRO II,HIGIENOPOLIS,PORTO ALEGRE,RS,38.0,0,1,0,273765,0.0,0,0,1,2023-08-05,-,-30.0107225,-51.1890716
PAVILHAO,COMPRA,430000,430000,AVENIDA,VINTE E UM DE ABRIL,SARANDI,PORTO ALEGRE,RS,300.0,0,0,0,272690,0.0,0,0,0,2023-08-05,-,-10.8866598,-51.6383101
GALPAO,COMPRA,800000,800000,RUA,VITOR VALPIRIO,ANCHIETA,PORTO ALEGRE,RS,370.0,0,0,0,272711,0.0,0,0,0,2023-08-05,-,-29.9764994,-51.1722228
SALA/CONJUNTO COMERCIAL,COMPRA,283413,283413,AVENIDA,ASSIS BRASIL,JARDIM LINDOIA,PORTO ALEGRE,RS,26.0,0,0,0,272113,0.0,0,0,0,2023-08-05,-,-29.9799682,-51.1144159
SALA/CONJUNTO COMERCIAL,COMPRA,270000,270000,AVENIDA,IPIRANGA,CENTRAL PARQUE,PORTO ALEGRE,RS,35.0,0,1,0,272584,0.0,0,0,0,2023-08-05,-,-30.0554878,-51.1692291
SALA/CONJUNTO COMERCIAL,COMPRA,314190,314190,RUA,DOM PEDRO II,HIGIENOPOLIS,PORTO ALEGRE,RS,34.0,0,1,0,272639,0.0,0,0,0,2023-08-05,-,-30.0107225,-51.1890716
SALA/CONJUNTO COMERCIAL,COMPRA,139000,139000,AVENIDA,JOSE BONIFACIO,BOM FIM,PORTO ALEGRE,RS,24.0,0,1,0,272661,0.0,0,0,0,2023-08-05,-,-11.6088104,-47.0499655
LOJA,COMPRA,1300000,1300000,AVENIDA,ASSIS BRASIL,SANTA MARIA GORETTI,PORTO ALEGRE,RS,133.0,0,0,0,269605,0.0,0,0,0,2023-08-05,-,-29.9799682,-51.1144159
SALA/CONJUNTO COMERCIAL,COMPRA,500000,500000,RUA,GOMES JARDIM,SANTANA,PORTO ALEGRE,RS,37.0,0,1,0,269627,0.0,0,0,0,2023-08-05,-,-30.048605,-51.2056502
SALA/CONJUNTO COMERCIAL,COMPRA,500000,500000,RUA,GOMES JARDIM,SANTANA,PORTO ALEGRE,RS,37.0,0,1,0,269629,0.0,0,0,0,2023-08-05,-,-30.048605,-51.2056502
SALA/CONJUNTO COMERCIAL,COMPRA,400000,400000,RUA,MARECHAL FLORIANO PEIXOTO,CENTRO HISTORICO,PORTO ALEGRE,RS,99.0,0,0,0,269713,0.0,0,0,0,2023-08-05,-,-30.0305905,-51.2268791
SALA/CONJUNTO COMERCIAL,COMPRA,250000,250000,AVENIDA,PLINIO BRASIL MILANO,HIGIENOPOLIS,PORTO ALEGRE,RS,33.0,0,1,0,269971,0.0,0,0,0,2023-08-05,-,-30.0127549,-51.1716265
SALA/CONJUNTO COMERCIAL,COMPRA,168000,168000,AVENIDA,BENJAMIN CONSTANT,FLORESTA,PORTO ALEGRE,RS,38.0,0,0,0,270068,0.0,0,0,0,2023-08-05,-,-30.0139662,-51.1952202
SALA/CONJUNTO COMERCIAL,COMPRA,170000,170000,RUA,BARAO DO AMAZONAS,PETROPOLIS,PORTO ALEGRE,RS,36.0,0,0,0,266835,0.0,0,0,0,2023-08-05,-,-29.6849286,-51.150704
SALA/CONJUNTO COMERCIAL,COMPRA,320000,320000,RUA,CORONEL FERNANDO MACHADO,CENTRO HISTORICO,PORTO ALEGRE,RS,106.0,0,0,0,266861,0.0,0,0,0,2023-08-05,-,-30.0349543,-51.2279804
SALA/CONJUNTO COMERCIAL,COMPRA,450000,450000,RUA,RAMIRO BARCELOS,MOINHOS DE VENTO,PORTO ALEGRE,RS,37.0,0,1,0,266883,0.0,0,0,0,2023-08-05,-,-30.0287082,-51.2085122
SALA/CONJUNTO COMERCIAL,COMPRA,371000,371000,AVENIDA,LOUREIRO DA SILVA,CIDADE BAIXA,PORTO ALEGRE,RS,50.0,0,2,0,267027,0.0,0,0,0,2023-08-05,-,-30.0350342,-51.2232904
CASA,COMPRA,750000,750000,RUA,CORONEL NEVES,MEDIANEIRA,PORTO ALEGRE,RS,122.0,0,2,1,267255,0.0,0,0,0,2023-08-05,-,-30.0659753,-51.210557
BOX/GARAGEM,COMPRA,35000,35000,AVENIDA,CAI,CRISTAL,PORTO ALEGRE,RS,11.0,0,1,0,267295,0.0,0,0,0,2023-08-05,-,-30.0836584,-51.2321752
BOX/GARAGEM,COMPRA,40000,40000,AVENIDA,CAI,CRISTAL,PORTO ALEGRE,RS,11.0,0,1,0,267321,0.0,0,0,0,2023-08-05,-,-30.0836584,-51.2321752
SALA/CONJUNTO COMERCIAL,COMPRA,140000,140000,RUA,GENERAL ANDRADE NEVES,CENTRO HISTORICO,PORTO ALEGRE,RS,34.0,0,0,0,267981,0.0,0,0,0,2023-08-05,-,-30.0306284,-51.2287098
PREDIO,COMPRA,960000,960000,AVENIDA,CEARA,SAO JOAO,PORTO ALEGRE,RS,200.0,0,1,0,268012,0.0,0,0,0,2023-08-05,-,-30.0002978,-51.1911983
LOJA,COMPRA,782000,782000,TRAVESSA,PROFESSOR TUPI CALDAS,PETROPOLIS,PORTO ALEGRE,RS,46.0,0,0,2,268388,0.0,0,0,0,2023-08-05,-,-30.037909,-51.1787038
LOJA,COMPRA,500000,500000,AVENIDA,PRAIA DE BELAS,MENINO DEUS,PORTO ALEGRE,RS,71.0,0,0,0,268431,0.0,0,0,0,2023-08-05,-,-30.0418804,-51.2279351
LOTE/TERRENO,COMPRA,1100000,1100000,RUA,ARIZONA,SARANDI,PORTO ALEGRE,RS,994.0,0,0,0,268445,0.0,0,0,0,2023-08-05,-,-30.0041136,-51.1288159
LOJA,COMPRA,339000,339000,AVENIDA,PADRE CACIQUE,PRAIA DE BELAS,PORTO ALEGRE,RS,46.0,0,0,0,267422,0.0,0,0,0,2023-08-05,-,-30.0771014,-51.2446466
SALA/CONJUNTO COMERCIAL,COMPRA,64855,64855,AVENIDA,TERESOPOLIS,TERESOPOLIS,PORTO ALEGRE,RS,28.0,0,0,0,267797,0.0,0,0,0,2023-08-05,-,-30.0823909,-51.2133095
CASA COMERCIAL,COMPRA,800000,800000,RUA,BARONESA DO GRAVATAI,CIDADE BAIXA,PORTO ALEGRE,RS,124.0,0,0,0,268891,0.0,0,0,0,2023-08-05,-,-30.0429701,-51.2260015
SALA/CONJUNTO COMERCIAL,COMPRA,285000,285000,AVENIDA,ALBERTO BINS,CENTRO HISTORICO,PORTO ALEGRE,RS,118.0,0,0,0,268938,0.0,0,0,0,2023-08-05,-,-30.0278879,-51.2192861
SALA/CONJUNTO COMERCIAL,COMPRA,510326,510326,RUA,MARCELO GAMA,AUXILIADORA,PORTO ALEGRE,RS,57.0,0,1,0,269000,0.0,0,0,0,2023-08-05,-,-30.0105662,-51.1930366
SALA/CONJUNTO COMERCIAL,COMPRA,386619,386619,RUA,MARCELO GAMA,AUXILIADORA,PORTO ALEGRE,RS,43.0,0,1,0,269009,0.0,0,0,0,2023-08-05,-,-30.0105662,-51.1930366
SALA/CONJUNTO COMERCIAL,COMPRA,516723,516723,RUA,MARCELO GAMA,AUXILIADORA,PORTO ALEGRE,RS,57.0,0,1,0,269010,0.0,0,0,0,2023-08-05,-,-30.0105662,-51.1930366
SALA/CONJUNTO COMERCIAL,COMPRA,426443,426443,RUA,MARCELO GAMA,AUXILIADORA,PORTO ALEGRE,RS,47.0,0,1,0,269012,0.0,0,0,0,2023-08-05,-,-30.0105662,-51.1930366
SALA/CONJUNTO COMERCIAL,COMPRA,432029,432029,RUA,MARCELO GAMA,AUXILIADORA,PORTO ALEGRE,RS,48.0,0,1,0,269014,0.0,0,0,0,2023-08-05,-,-30.0105662,-51.1930366
SALA/CONJUNTO COMERCIAL,COMPRA,480000,480000,AVENIDA,SENADOR TARSO DUTRA,PETROPOLIS,PORTO ALEGRE,RS,48.0,0,1,0,266042,0.0,0,0,0,2023-08-05,-,-30.0395284,-51.1736994
SALA/CONJUNTO COMERCIAL,COMPRA,180000,180000,RUA,DOS ANDRADAS,CENTRO HISTORICO,PORTO ALEGRE,RS,51.0,0,0,0,266255,0.0,0,0,0,2023-08-05,-,-30.0296388,-51.2232103
PREDIO,COMPRA,1400000,1400000,RUA,PIAUI,SANTA MARIA GORETTI,PORTO ALEGRE,RS,350.0,0,5,0,266293,0.0,0,0,0,2023-08-05,-,-30.0037645,-51.1752925
PAVILHAO,COMPRA,630000,630000,RUA,PORTUGUESA,PARTENON,PORTO ALEGRE,RS,175.0,0,5,0,266632,0.0,0,0,0,2023-08-05,-,-30.0564334,-51.1911953
SALA/CONJUNTO COMERCIAL,COMPRA,630000,630000,RUA,GOMES JARDIM,SANTANA,PORTO ALEGRE,RS,37.0,0,1,0,264223,0.0,0,0,0,2023-08-05,-,-30.048605,-51.2056502
SALA/CONJUNTO COMERCIAL,COMPRA,400000,400000,AVENIDA,SENADOR TARSO DUTRA,PETROPOLIS,PORTO ALEGRE,RS,35.0,0,1,0,264225,0.0,0,0,0,2023-08-05,-,-30.0395284,-51.1736994
SALA/CONJUNTO COMERCIAL,COMPRA,390000,390000,AVENIDA,PADRE CACIQUE,CRISTAL,PORTO ALEGRE,RS,31.0,0,1,0,264472,0.0,0,0,0,2023-08-05,-,-30.0771014,-51.2446466
PREDIO,COMPRA,3940000,3940000,RUA,GENERAL TASSO FRAGOSO,BOA VISTA,PORTO ALEGRE,RS,619.0,0,2,0,264715,0.0,0,0,0,2023-08-05,-,-30.0186656,-51.1724883
SALA/CONJUNTO COMERCIAL,COMPRA,120000,120000,AVENIDA,BORGES DE MEDEIROS,CENTRO HISTORICO,PORTO ALEGRE,RS,40.0,0,0,0,265732,0.0,0,0,0,2023-08-05,-,-29.6611245,-50.5844571
SALA/CONJUNTO COMERCIAL,COMPRA,120000,120000,AVENIDA,TAQUARA,PETROPOLIS,PORTO ALEGRE,RS,35.0,0,0,0,265937,0.0,0,0,0,2023-08-05,-,-29.6282086,-50.8282846
LOJA,COMPRA,990000,990000,RUA,VINTE E QUATRO DE OUTUBRO,MOINHOS DE VENTO,PORTO ALEGRE,RS,218.0,0,0,0,265953,0.0,0,0,0,2023-08-05,-,-30.0279761,-51.2058778
SALA/CONJUNTO COMERCIAL,COMPRA,440000,440000,AVENIDA,DIARIO DE NOTICIAS,CRISTAL,PORTO ALEGRE,RS,42.0,0,1,0,265987,0.0,0,0,0,2023-08-05,-,-30.0875211,-51.2479632
DEPOSITO/ARMAZEM/PAVILHAO,COMPRA,650000,650000,AVENIDA,BRINO,SAO JOAO,PORTO ALEGRE,RS,189.0,0,2,0,264950,0.0,0,0,0,2023-08-05,-,-30.0037161,-51.1805205
LOJA,COMPRA,920000,920000,RUA,DONA ADDA MASCARENHAS DE MORAES,JARDIM PLANALTO,PORTO ALEGRE,RS,168.0,0,0,0,265164,0.0,0,0,0,2023-08-05,-,-30.0120812,-51.1354752
SALA/CONJUNTO COMERCIAL,COMPRA,330000,330000,AVENIDA,GETULIO VARGAS,MENINO DEUS,PORTO ALEGRE,RS,35.0,0,0,0,265167,0.0,0,0,0,2023-08-05,-,-29.6526379,-50.5738717
SALA/CONJUNTO COMERCIAL,COMPRA,915756,915756,AVENIDA,INDEPENDENCIA,INDEPENDENCIA,PORTO ALEGRE,RS,90.0,0,0,0,265205,0.0,0,0,0,2023-08-05,-,-30.0293303,-51.2148669
SALA/CONJUNTO COMERCIAL,COMPRA,145000,145000,AVENIDA,CRISTOVAO COLOMBO,FLORESTA,PORTO ALEGRE,RS,35.0,0,0,2,265260,0.0,0,0,0,2023-08-05,-,-30.0220731,-51.2085441
SALA/CONJUNTO COMERCIAL,COMPRA,554094,554094,AVENIDA,INDEPENDENCIA,INDEPENDENCIA,PORTO ALEGRE,RS,43.0,0,0,0,265272,0.0,0,0,0,2023-08-05,-,-30.0293303,-51.2148669
SALA/CONJUNTO COMERCIAL,COMPRA,710000,710000,AVENIDA,INDEPENDENCIA,INDEPENDENCIA,PORTO ALEGRE,RS,44.0,0,0,0,265321,0.0,0,0,1,2023-08-05,-,-30.0293303,-51.2148669
SALA/CONJUNTO COMERCIAL,COMPRA,516723,516723,RUA,MARCELO GAMA,AUXILIADORA,PORTO ALEGRE,RS,57.0,0,1,0,269015,0.0,0,0,0,2023-08-05,-,-30.0105662,-51.1930366
SALA/CONJUNTO COMERCIAL,COMPRA,426443,426443,RUA,MARCELO GAMA,AUXILIADORA,PORTO ALEGRE,RS,47.0,0,1,0,269017,0.0,0,0,0,2023-08-05,-,-30.0105662,-51.1930366
SALA/CONJUNTO COMERCIAL,COMPRA,432029,432029,RUA,MARCELO GAMA,AUXILIADORA,PORTO ALEGRE,RS,48.0,0,1,0,269018,0.0,0,0,0,2023-08-05,-,-30.0105662,-51.1930366
SALA/CONJUNTO COMERCIAL,COMPRA,516723,516723,RUA,MARCELO GAMA,AUXILIADORA,PORTO ALEGRE,RS,57.0,0,1,0,269020,0.0,0,0,0,2023-08-05,-,-30.0105662,-51.1930366
SALA/CONJUNTO COMERCIAL,COMPRA,426443,426443,RUA,MARCELO GAMA,AUXILIADORA,PORTO ALEGRE,RS,47.0,0,1,0,269023,0.0,0,0,0,2023-08-05,-,-30.0105662,-51.1930366
SALA/CONJUNTO COMERCIAL,COMPRA,170000,170000,RUA,VOLUNTARIOS DA PATRIA,CENTRO HISTORICO,PORTO ALEGRE,RS,47.0,0,0,0,269529,0.0,0,0,0,2023-08-05,-,-30.0079532,-51.2092338
SALA/CONJUNTO COMERCIAL,COMPRA,150000,150000,RUA,VOLUNTARIOS DA PATRIA,CENTRO HISTORICO,PORTO ALEGRE,RS,55.0,0,0,0,269539,0.0,0,0,0,2023-08-05,-,-30.0079532,-51.2092338
SALA/CONJUNTO COMERCIAL,COMPRA,140000,140000,RUA,VOLUNTARIOS DA PATRIA,CENTRO HISTORICO,PORTO ALEGRE,RS,28.0,0,0,0,269542,0.0,0,0,0,2023-08-05,-,-30.0079532,-51.2092338
SALA/CONJUNTO COMERCIAL,COMPRA,399000,399000,AVENIDA,PRAIA DE BELAS,PRAIA DE BELAS,PORTO ALEGRE,RS,40.0,0,1,0,284407,0.0,0,0,1,2023-08-05,-,-30.0418804,-51.2279351
PREDIO,COMPRA,1499000,1499000,RUA,SAO LUIS,SANTANA,PORTO ALEGRE,RS,152.0,0,8,0,284473,0.0,0,0,0,2023-08-05,-,-30.079029,-51.1593327
SALA/CONJUNTO COMERCIAL,COMPRA,529000,529000,PRACA,QUINZE DE NOVEMBRO,CENTRO HISTORICO,PORTO ALEGRE,RS,172.0,0,0,0,279628,0.0,0,0,0,2023-08-05,-,-30.028453550000002,-51.22724002054571
SALA/CONJUNTO COMERCIAL,COMPRA,582504,582504,AVENIDA,SENADOR TARSO DUTRA,PETROPOLIS,PORTO ALEGRE,RS,54.0,0,0,0,282471,0.0,0,0,1,2023-08-05,-,-30.0395284,-51.1736994
CASA,COMPRA,950000,950000,RUA,DONA AMELIA,MENINO DEUS,PORTO ALEGRE,RS,240.0,1,4,3,282677,0.0,0,0,0,2023-08-05,-,-30.0665711,-51.2335954
SALA/CONJUNTO COMERCIAL,COMPRA,329000,329000,AVENIDA,PROTASIO ALVES,PETROPOLIS,PORTO ALEGRE,RS,60.0,0,2,2,282840,0.0,0,0,0,2023-08-05,-,-30.0399646,-51.1714215
SALA/CONJUNTO COMERCIAL,COMPRA,130000,130000,AVENIDA,ASSIS BRASIL,SARANDI,PORTO ALEGRE,RS,26.0,0,0,0,282871,0.0,0,0,0,2023-08-05,-,-29.9799682,-51.1144159
PREDIO,COMPRA,850000,850000,RUA,WASHINGTON LUIZ,CENTRO HISTORICO,PORTO ALEGRE,RS,300.0,0,0,0,282901,0.0,0,0,0,2023-08-05,-,-30.0375487,-51.2291911
LOJA,COMPRA,494191,494191,RUA,GENERAL LIMA E SILVA,CIDADE BAIXA,PORTO ALEGRE,RS,29.0,0,0,0,280580,0.0,0,0,0,2023-08-05,-,-30.0402042,-51.2190355
SALA/CONJUNTO COMERCIAL,COMPRA,160000,160000,AVENIDA,EDUARDO PRADO,CAVALHADA,PORTO ALEGRE,RS,50.0,0,0,0,280634,0.0,0,0,0,2023-08-05,-,-30.1199856,-51.2242028
SALA/CONJUNTO COMERCIAL,COMPRA,160000,160000,RUA,DOS ANDRADAS,CENTRO HISTORICO,PORTO ALEGRE,RS,61.0,0,0,0,280693,0.0,0,0,0,2023-08-05,-,-30.0296388,-51.2232103
PAVILHAO,COMPRA,3499000,3499000,RUA,ALVARO CHAVES,FLORESTA,PORTO ALEGRE,RS,929.0,0,8,0,280202,0.0,0,0,0,2023-08-05,-,-30.0161073,-51.2070508
SALA/CONJUNTO COMERCIAL,COMPRA,420000,420000,RUA,RAMIRO BARCELOS,FLORESTA,PORTO ALEGRE,RS,48.0,0,1,0,280211,0.0,0,0,0,2023-08-05,-,-30.0287082,-51.2085122
LOJA,COMPRA,220000,220000,AVENIDA,PROTASIO ALVES,RIO BRANCO,PORTO ALEGRE,RS,40.0,0,0,0,280499,0.0,0,0,0,2023-08-05,-,-30.0399646,-51.1714215
SALA/CONJUNTO COMERCIAL,COMPRA,39900,39900,RUA,VIGARIO JOSE INACIO,CENTRO HISTORICO,PORTO ALEGRE,RS,22.0,0,0,0,280531,0.0,0,0,0,2023-08-05,-,-29.5676459,-50.7909134
SALA/CONJUNTO COMERCIAL,COMPRA,475000,475000,AVENIDA,SENADOR TARSO DUTRA,PETROPOLIS,PORTO ALEGRE,RS,35.0,0,1,0,281779,0.0,0,0,0,2023-08-05,-,-30.0395284,-51.1736994
SALA/CONJUNTO COMERCIAL,COMPRA,475000,475000,AVENIDA,SENADOR TARSO DUTRA,PETROPOLIS,PORTO ALEGRE,RS,35.0,0,1,0,281803,0.0,0,0,1,2023-08-05,-,-30.0395284,-51.1736994
SALA/CONJUNTO COMERCIAL,COMPRA,80000,80000,RUA,CALDAS JUNIOR,CENTRO HISTORICO,PORTO ALEGRE,RS,47.0,0,0,0,282179,0.0,0,0,0,2023-08-05,-,-29.7468239,-51.1554946
PREDIO,COMPRA,2500000,2500000,RUA,CORREA LIMA,SANTA TEREZA,PORTO ALEGRE,RS,708.0,0,58,0,282327,0.0,0,0,0,2023-08-05,-,-30.0726913,-51.2323877
SALA/CONJUNTO COMERCIAL,COMPRA,360000,360000,RUA,SAO MANOEL,SANTANA,PORTO ALEGRE,RS,80.0,0,0,0,281050,0.0,0,0,0,2023-08-05,-,-30.0457539,-51.2040847
PREDIO,COMPRA,900000,900000,AVENIDA,PRESIDENTE FRANKLIN ROOSEVELT,SAO GERALDO,PORTO ALEGRE,RS,215.0,0,8,4,281093,0.0,0,0,0,2023-08-05,-,-30.0086277,-51.203229
PREDIO,COMPRA,6500000,6500000,AVENIDA,PROTASIO ALVES,BOM JESUS,PORTO ALEGRE,RS,2693.0,0,0,0,281345,0.0,0,0,0,2023-08-05,-,-30.0399646,-51.1714215
SALA/CONJUNTO COMERCIAL,COMPRA,95000,95000,AVENIDA,JOAO WALLIG,PASSO DA AREIA,PORTO ALEGRE,RS,26.0,0,0,2,281694,0.0,0,0,0,2023-08-05,-,-30.01344,-51.1649076
LOJA,COMPRA,900000,900000,RUA,GONCALVES LEDO,JARDIM BOTANICO,PORTO ALEGRE,RS,220.0,0,0,0,281728,0.0,0,0,0,2023-08-05,-,-30.0016161,-51.0273827
CASA,COMPRA,980000,980000,RUA,DOUTOR CAMPOS VELHO,CRISTAL,PORTO ALEGRE,RS,118.0,1,1,1,283345,0.0,0,0,0,2023-08-05,-,-30.0926844,-51.2383543
BOX/GARAGEM,COMPRA,48000,48000,RUA,GENERAL JOAO TELLES,BOM FIM,PORTO ALEGRE,RS,13.0,0,1,0,283554,0.0,0,0,0,2023-08-05,-,-30.0322625,-51.2124507
SALA/CONJUNTO COMERCIAL,COMPRA,115000,115000,RUA,DOUTOR FLORES,CENTRO HISTORICO,PORTO ALEGRE,RS,28.0,0,0,0,278926,0.0,0,0,0,2023-08-05,-,-30.0310212,-51.2247936
SALA/CONJUNTO COMERCIAL,COMPRA,115000,115000,RUA,DOUTOR FLORES,CENTRO HISTORICO,PORTO ALEGRE,RS,37.0,0,0,0,278929,0.0,0,0,0,2023-08-05,-,-30.0310212,-51.2247936
LOJA,COMPRA,86000,86000,RUA,IVO NICOLAU ANTINOLFI,RUBEM BERTA,PORTO ALEGRE,RS,40.0,0,0,0,278952,0.0,0,0,0,2023-08-05,-,-30.0043416,-51.0933377
SALA/CONJUNTO COMERCIAL,COMPRA,450000,450000,RUA,GUILHERME ALVES,PETROPOLIS,PORTO ALEGRE,RS,96.0,0,0,0,279019,0.0,0,0,1,2023-08-05,-,-30.0516693,-51.1863278
SALA/CONJUNTO COMERCIAL,COMPRA,400000,400000,RUA,GENERAL VITORINO,CENTRO HISTORICO,PORTO ALEGRE,RS,76.0,0,0,0,279177,0.0,0,0,0,2023-08-05,-,-30.0282151,-51.0534922
PREDIO,COMPRA,2223000,2223000,AVENIDA,IPIRANGA,PARTENON,PORTO ALEGRE,RS,589.0,0,0,0,279722,0.0,0,0,0,2023-08-05,-,-30.0554878,-51.1692291
