TIPO,OFERTA,VALORES,VALORES_PROMO,RUA/AV,LOGRADOURO,LOCATION,CITY,STATE,AREA,QUARTO,GARAGEM,BANHEIRO,KEY,ALUGA_RAPIDO_SEM_FIADOR_OU_GARANTIAS,AUXI_PLUS,EXCLUSIVO,MOBILIADO,DATA_ANUNCIO,DATA_RETIRADA,LAT_STREET,LON_STREET
APARTAMENTO,ALUGAR,2293,2100,RUA,MARIANTE,RIO BRANCO,PORTO ALEGRE,RS,102.0,3,0,2,431715,0,0,0,0,2023-08-03,-,-30.0375651,-51.2039987
APARTAMENTO,ALUGAR,4659,4500,RUA,ALBERTO SILVA,VILA IPIRANGA,PORTO ALEGRE,RS,156.0,3,0,2,432173,0,0,0,0,2023-08-03,-,-30.0272993,-51.1494027
APARTAMENTO,ALUGAR,1759,1200,AVENIDA,ENGENHEIRO FRANCISCO RODOLFO SIMCH,SARANDI,PORTO ALEGRE,RS,50.0,2,1,1,432372,0,0,0,0,2023-08-03,-,-30.0068296,-51.1332639
APARTAMENTO,ALUGAR,2426,1800,RUA,CORONEL MASSOT,CAMAQUA,PORTO ALEGRE,RS,62.0,3,1,2,434983,0,0,0,0,2023-08-03,-,-30.1000257,-51.2436587
CASA EM CONDOMINIO,ALUGAR,2500,2200,RUA,FLORINHA,CAVALHADA,PORTO ALEGRE,RS,130.0,3,1,4,435036,0,0,0,0,2023-08-03,-,-30.0950059,-51.2293811
APARTAMENTO,ALUGAR,1952,1700,RUA,CARLOS VON KOSERITZ,HIGIENOPOLIS,PORTO ALEGRE,RS,91.0,3,0,1,424214,0,0,0,0,2023-08-03,-,-30.0162502,-51.1877327
APARTAMENTO,ALUGAR,3860,2900,RUA,GENERAL LIMA E SILVA,CENTRO HISTORICO,PORTO ALEGRE,RS,50.0,1,1,2,422994,0,0,0,1,2023-08-03,-,-30.0402042,-51.2190355
APARTAMENTO,ALUGAR,1670,1290,RUA,DONA FIRMINA,PARTENON,PORTO ALEGRE,RS,59.0,2,0,1,423010,0,0,0,0,2023-08-03,-,-30.0687258,-51.1698846
CASA EM CONDOMINIO,ALUGAR,3332,2600,RUA,DOUTOR PEREIRA NETO,TRISTEZA,PORTO ALEGRE,RS,110.0,3,2,2,423029,0,0,0,0,2023-08-03,-,-30.1067885,-51.2363146
APARTAMENTO,ALUGAR,2335,1700,AVENIDA,OTTO NIEMEYER,TRISTEZA,PORTO ALEGRE,RS,61.0,2,1,1,423127,0,0,0,0,2023-08-03,-,-30.1102017,-51.2549331
APARTAMENTO,ALUGAR,7608,6500,RUA,LUIZ SO,PETROPOLIS,PORTO ALEGRE,RS,81.0,1,1,1,423444,0,0,0,1,2023-08-03,-,-30.0393365,-51.1931319
APARTAMENTO,ALUGAR,1818,1200,AVENIDA,CORONEL LUCAS DE OLIVEIRA,PETROPOLIS,PORTO ALEGRE,RS,45.0,1,0,1,423558,0,0,0,0,2023-08-03,-,-30.0394093,-51.1944332
APARTAMENTO,ALUGAR,1370,1000,RUA,DEZENOVE DE FEVEREIRO,MARIO QUINTANA,PORTO ALEGRE,RS,40.0,2,1,1,428913,0,0,0,0,2023-08-03,-,-30.0345708,-51.1162102
APARTAMENTO,ALUGAR,4579,3560,RUA,RAMIRO BARCELOS,MOINHOS DE VENTO,PORTO ALEGRE,RS,102.0,2,0,2,423973,0,0,0,0,2023-08-03,-,-30.0287082,-51.2085122
APARTAMENTO,ALUGAR,3592,2500,RUA,DONA LAURA,MOINHOS DE VENTO,PORTO ALEGRE,RS,200.0,2,0,2,423983,0,0,0,0,2023-08-03,-,-30.0292454,-51.1953876
CASA,ALUGAR,8616,8000,RUA,PORTUGAL,HIGIENOPOLIS,PORTO ALEGRE,RS,250.0,4,2,3,423987,0,0,0,0,2023-08-03,-,-29.3356403,-49.7424394
CASA,ALUGAR,4160,3900,RUA,GUATAMBU,HIPICA,PORTO ALEGRE,RS,192.0,3,4,2,424149,0,0,0,1,2023-08-03,-,-29.7041323,-51.2266433
KITNET/JK,ALUGAR,1895,1700,RUA,JOSE DO PATROCINIO,CIDADE BAIXA,PORTO ALEGRE,RS,19.0,1,0,2,422231,0,0,0,1,2023-08-03,-,-29.9330575,-51.0286829
APARTAMENTO,ALUGAR,2617,2200,AVENIDA,JOAO PESSOA,CENTRO HISTORICO,PORTO ALEGRE,RS,34.0,1,1,2,422238,0,0,0,0,2023-08-03,-,-30.0470064,-51.211756
APARTAMENTO,ALUGAR,3619,2800,AVENIDA,CORONEL LUCAS DE OLIVEIRA,PETROPOLIS,PORTO ALEGRE,RS,79.0,2,1,1,422382,0,0,0,0,2023-08-03,-,-30.0394093,-51.1944332
APARTAMENTO,ALUGAR,2689,2000,AVENIDA,GUAIBA,VILA ASSUNCAO,PORTO ALEGRE,RS,77.0,2,0,2,422439,0,0,0,0,2023-08-03,-,-30.0953288,-51.2506108
APARTAMENTO,ALUGAR,2440,2000,RUA,GENERAL LIMA E SILVA,CIDADE BAIXA,PORTO ALEGRE,RS,93.0,3,0,2,422440,0,0,0,0,2023-08-03,-,-30.0402042,-51.2190355
APARTAMENTO,ALUGAR,2705,1950,AVENIDA,BENTO GONCALVES,AGRONOMIA,PORTO ALEGRE,RS,72.0,3,1,2,422527,0,0,0,0,2023-08-03,-,-30.0760656,-51.1315976
APARTAMENTO,ALUGAR,2975,2600,RUA,SANTANA,FARROUPILHA,PORTO ALEGRE,RS,92.0,3,2,2,422534,0,0,0,0,2023-08-03,-,-30.045428,-51.209781
APARTAMENTO,ALUGAR,3290,2800,RUA,MORRETES,SANTA MARIA GORETTI,PORTO ALEGRE,RS,76.0,2,1,2,422587,0,0,0,0,2023-08-03,-,-30.0059349,-51.177694
APARTAMENTO,ALUGAR,3698,3250,RUA,MORRETES,SANTA MARIA GORETTI,PORTO ALEGRE,RS,76.0,2,1,2,422588,0,0,0,0,2023-08-03,-,-30.0059349,-51.177694
APARTAMENTO,ALUGAR,5350,4500,RUA,SILVA JARDIM,MONT SERRAT,PORTO ALEGRE,RS,86.0,2,1,1,422754,0,0,0,0,2023-08-03,-,-30.0274454,-51.1899181
APARTAMENTO,ALUGAR,4855,3900,RUA,ENGENHEIRO ARNALDO GLADOCH,SARANDI,PORTO ALEGRE,RS,102.0,3,2,2,422811,0,0,0,0,2023-08-03,-,-30.0051916,-51.136642
CASA,ALUGAR,2677,2500,AVENIDA,NOSSA SENHORA DE GUADALUPE,HIPICA,PORTO ALEGRE,RS,100.0,2,1,3,422886,0,0,0,0,2023-08-03,-,-30.1646367,-51.1863616
CASA,ALUGAR,8200,7800,RUA,ALCEBIADES ANTONIO DOS SANTOS,NONOAI,PORTO ALEGRE,RS,362.0,4,2,5,423652,0,0,0,0,2023-08-03,-,-30.0963222,-51.2212256
APARTAMENTO,ALUGAR,2293,1800,RUA,GENERAL RONDON,TRISTEZA,PORTO ALEGRE,RS,51.0,2,1,1,423745,0,0,0,0,2023-08-03,-,-30.1024971,-51.2432142
APARTAMENTO,ALUGAR,3915,3000,AVENIDA,IPIRANGA,JARDIM BOTANICO,PORTO ALEGRE,RS,67.0,1,1,1,423798,0,0,0,0,2023-08-03,-,-30.0554878,-51.1692291
CASA,ALUGAR,1630,1300,AVENIDA,CACAPAVA,PETROPOLIS,PORTO ALEGRE,RS,49.0,2,1,2,423806,0,0,0,0,2023-08-03,-,-30.0424909,-51.1814809
APARTAMENTO,ALUGAR,3214,2700,RUA,JOSE DE ALENCAR,MENINO DEUS,PORTO ALEGRE,RS,53.0,1,1,2,423870,0,0,0,0,2023-08-03,-,-30.0602814,-51.2241287
APARTAMENTO,ALUGAR,4165,2800,RUA,SAO FRANCISCO DA CALIFORNIA,HIGIENOPOLIS,PORTO ALEGRE,RS,80.0,2,2,2,431173,0,0,0,0,2023-08-03,-,-30.0176439,-51.1918347
APARTAMENTO,ALUGAR,3326,3000,RUA,GUILHERME SCHELL,SANTO ANTONIO,PORTO ALEGRE,RS,48.0,1,1,2,421705,0,0,0,1,2023-08-03,-,-30.0520737,-51.2065807
KITNET/JK,ALUGAR,1735,1500,RUA,DUQUE DE CAXIAS,CENTRO HISTORICO,PORTO ALEGRE,RS,27.0,1,0,1,421719,0,0,0,0,2023-08-03,-,-30.0336261,-51.228012
CASA EM CONDOMINIO,ALUGAR,2434,1900,AVENIDA,JOSE ALOISIO FILHO,HUMAITA,PORTO ALEGRE,RS,71.0,2,1,1,421919,0,0,0,0,2023-08-03,-,-29.9764724,-51.1825072
CASA EM CONDOMINIO,ALUGAR,2068,1550,AVENIDA,JOSE ALOISIO FILHO,HUMAITA,PORTO ALEGRE,RS,71.0,2,1,1,421937,0,0,0,0,2023-08-03,-,-29.9764724,-51.1825072
CASA,ALUGAR,7160,6670,RUA,VICENTE FAILACE,TRISTEZA,PORTO ALEGRE,RS,220.0,3,2,2,419137,0,0,0,0,2023-08-03,-,-30.1072166,-51.2572798
APARTAMENTO,ALUGAR,1213,850,AVENIDA,IPIRANGA,PARTENON,PORTO ALEGRE,RS,41.0,1,0,1,419167,0,0,0,0,2023-08-03,-,-30.0554878,-51.1692291
APARTAMENTO,ALUGAR,1455,1000,AVENIDA,FABIO ARAUJO SANTOS,NONOAI,PORTO ALEGRE,RS,59.0,2,0,1,419203,0,0,0,0,2023-08-03,-,-,-
APARTAMENTO,ALUGAR,1655,1200,AVENIDA,FABIO ARAUJO SANTOS,NONOAI,PORTO ALEGRE,RS,59.0,2,0,1,419205,0,0,0,0,2023-08-03,-,-,-
KITNET/JK,ALUGAR,903,650,AVENIDA,PALMIRA GOBBI,HUMAITA,PORTO ALEGRE,RS,31.0,1,0,1,419248,0,0,0,0,2023-08-03,-,-29.9764411,-51.1889842
APARTAMENTO,ALUGAR,1990,1600,RUA,DOUTOR MARIO TOTTA,TRISTEZA,PORTO ALEGRE,RS,73.0,2,0,1,419320,0,0,0,0,2023-08-03,-,-30.1146455,-51.2544506
CASA EM CONDOMINIO,ALUGAR,4106,3500,AVENIDA,EDGAR PIRES DE CASTRO,HIPICA,PORTO ALEGRE,RS,191.0,2,1,3,419342,0,0,0,0,2023-08-03,-,-30.1564156,-51.1652878
APARTAMENTO,ALUGAR,1906,1585,RUA,DOUTOR OTAVIO SANTOS,JARDIM SABARA,PORTO ALEGRE,RS,57.0,2,0,1,421046,0,0,0,0,2023-08-03,-,-30.0428668,-51.1453011
APARTAMENTO,ALUGAR,4570,3800,RUA,SAO JOSEMARIA ESCRIVA,JARDIM DO SALSO,PORTO ALEGRE,RS,58.0,2,2,2,421357,0,0,0,0,2023-08-03,-,-30.0541519,-51.1672494
CASA,ALUGAR,10912,10000,RUA,CHAVANTES,VILA ASSUNCAO,PORTO ALEGRE,RS,248.0,4,6,4,415729,0,0,0,0,2023-08-03,-,-30.1037189,-51.2560019
APARTAMENTO,ALUGAR,8591,8000,AVENIDA,DOUTOR CARLOS BARBOSA,MEDIANEIRA,PORTO ALEGRE,RS,548.0,5,0,5,415954,0,0,0,0,2023-08-03,-,-30.0624596,-51.2118472
APARTAMENTO,ALUGAR,2976,2490,RUA,DOUTOR MALHEIROS,SANTO ANTONIO,PORTO ALEGRE,RS,54.0,2,1,2,416369,0,0,0,0,2023-08-03,-,-30.0620035,-51.2063655
COBERTURA,ALUGAR,6350,6000,RUA,LUIZ DE CAMOES,SANTO ANTONIO,PORTO ALEGRE,RS,253.0,4,2,4,416379,0,0,0,0,2023-08-03,-,-30.0535097,-51.2003749
APARTAMENTO,ALUGAR,2945,2100,RUA,ANERON CORREA DE OLIVEIRA,JARDIM DO SALSO,PORTO ALEGRE,RS,63.0,2,1,3,416545,0,0,0,0,2023-08-03,-,-30.0475747,-51.1724776
CASA EM CONDOMINIO,ALUGAR,5502,3500,RUA,SANTA VITORIA,TRISTEZA,PORTO ALEGRE,RS,224.0,3,2,2,416567,0,0,0,0,2023-08-03,-,-29.9186971,-51.1729277
APARTAMENTO,ALUGAR,1408,1000,ALAMEDA,TRES DE OUTUBRO,SARANDI,PORTO ALEGRE,RS,60.0,2,1,1,416593,0,0,0,0,2023-08-03,-,-29.9951328,-51.1235163
APARTAMENTO,ALUGAR,1286,990,AVENIDA,PROTASIO ALVES,RIO BRANCO,PORTO ALEGRE,RS,65.0,2,0,2,414734,0,0,0,0,2023-08-03,-,-30.0399646,-51.1714215
APARTAMENTO,ALUGAR,3362,2850,AVENIDA,JOAO PESSOA,CIDADE BAIXA,PORTO ALEGRE,RS,27.0,1,0,1,414997,0,0,0,1,2023-08-03,-,-30.0470064,-51.211756
CASA EM CONDOMINIO,ALUGAR,6589,5000,AVENIDA,CORONEL MARCOS,TRISTEZA,PORTO ALEGRE,RS,191.0,3,3,2,415007,0,0,0,0,2023-08-03,-,-30.1273922,-51.2423406
APARTAMENTO,ALUGAR,1173,900,RUA,DOUTOR OTAVIO SANTOS,JARDIM ITU SABARA,PORTO ALEGRE,RS,43.0,1,0,1,415506,0,0,0,0,2023-08-03,-,-30.0428668,-51.1453011
APARTAMENTO,ALUGAR,2839,2330,RUA,SILVA JARDIM,AUXILIADORA,PORTO ALEGRE,RS,46.0,1,0,1,417686,0,0,0,0,2023-08-03,-,-30.0274454,-51.1899181
APARTAMENTO,ALUGAR,1432,1100,AVENIDA,DA AZENHA,AZENHA,PORTO ALEGRE,RS,47.0,1,0,1,417713,0,0,0,0,2023-08-03,-,-30.0477,-51.2135798
APARTAMENTO,ALUGAR,1741,1400,RUA,AMERICO VESPUCIO,HIGIENOPOLIS,PORTO ALEGRE,RS,66.0,2,0,1,417752,0,0,0,0,2023-08-03,-,-29.8244412,-51.1336556
APARTAMENTO,ALUGAR,2550,2000,AVENIDA,COPACABANA,TRISTEZA,PORTO ALEGRE,RS,49.0,1,1,1,417771,0,0,0,0,2023-08-03,-,-30.1054592,-51.2592692
APARTAMENTO,ALUGAR,2500,2000,AVENIDA,COPACABANA,TRISTEZA,PORTO ALEGRE,RS,49.0,1,1,1,417795,0,0,0,0,2023-08-03,-,-30.1054592,-51.2592692
APARTAMENTO,ALUGAR,2500,2000,AVENIDA,COPACABANA,TRISTEZA,PORTO ALEGRE,RS,53.0,1,1,1,417796,0,0,0,0,2023-08-03,-,-30.1054592,-51.2592692
APARTAMENTO,ALUGAR,2500,2000,AVENIDA,COPACABANA,TRISTEZA,PORTO ALEGRE,RS,53.0,1,1,1,417797,0,0,0,0,2023-08-03,-,-30.1054592,-51.2592692
APARTAMENTO,ALUGAR,2500,2000,AVENIDA,COPACABANA,TRISTEZA,PORTO ALEGRE,RS,48.0,1,1,1,417801,0,0,0,0,2023-08-03,-,-30.1054592,-51.2592692
APARTAMENTO,ALUGAR,2500,2000,AVENIDA,COPACABANA,TRISTEZA,PORTO ALEGRE,RS,48.0,1,1,1,417802,0,0,0,0,2023-08-03,-,-30.1054592,-51.2592692
APARTAMENTO,ALUGAR,1210,900,RUA,PADRE ALOIS KADES S J,VILA IPIRANGA,PORTO ALEGRE,RS,39.0,1,0,1,417846,0,0,0,0,2023-08-03,-,-30.0244697,-51.1542846
CASA EM CONDOMINIO,ALUGAR,15874,15000,AVENIDA,OTTO NIEMEYER,TRISTEZA,PORTO ALEGRE,RS,221.0,3,2,4,417913,0,0,0,0,2023-08-03,-,-30.1102017,-51.2549331
CASA EM CONDOMINIO,ALUGAR,7401,6150,ESTRADA,JOAO SALOMONI,VILA NOVA,PORTO ALEGRE,RS,142.0,3,2,2,417956,0,0,0,0,2023-08-03,-,-,-
COBERTURA,ALUGAR,6783,5500,RUA,ITAPITOCAI,CRISTAL,PORTO ALEGRE,RS,123.0,2,2,1,416723,0,0,0,0,2023-08-03,-,-30.0911079,-51.2365434
CASA,ALUGAR,3387,3200,RUA,MONTEIRO LOBATO,PARTENON,PORTO ALEGRE,RS,125.0,3,0,1,416868,0,0,0,0,2023-08-03,-,-30.052774,-51.1958767
APARTAMENTO,ALUGAR,2878,2300,RUA,TAMANDARE,CAMAQUA,PORTO ALEGRE,RS,67.0,2,1,2,417009,0,0,0,0,2023-08-03,-,-29.691197,-51.1268215
APARTAMENTO,ALUGAR,4821,4000,AVENIDA,IPIRANGA,JARDIM BOTANICO,PORTO ALEGRE,RS,57.0,1,1,2,417166,0,0,0,1,2023-08-03,-,-30.0554878,-51.1692291
APARTAMENTO,ALUGAR,2699,2200,AVENIDA,JOAO PESSOA,CIDADE BAIXA,PORTO ALEGRE,RS,28.0,1,0,1,417183,0,0,0,0,2023-08-03,-,-30.0470064,-51.211756
LOFT,ALUGAR,7205,4800,RUA,PADRE CHAGAS,MOINHOS DE VENTO,PORTO ALEGRE,RS,78.0,1,2,2,417194,0,0,0,1,2023-08-03,-,-29.6873852,-51.135434
APARTAMENTO,ALUGAR,5050,4500,AVENIDA,SENADOR TARSO DUTRA,PETROPOLIS,PORTO ALEGRE,RS,50.0,1,1,2,418642,0,0,0,0,2023-08-03,-,-30.0395284,-51.1736994
APARTAMENTO,ALUGAR,2060,1200,RUA,DOUTOR BARROS CASSAL,FLORESTA,PORTO ALEGRE,RS,94.0,2,0,1,419006,0,0,0,0,2023-08-03,-,-30.0277651,-51.2172752
APARTAMENTO,ALUGAR,2275,2000,RUA,CORONEL FERNANDO MACHADO,CENTRO HISTORICO,PORTO ALEGRE,RS,33.0,1,0,1,401933,0,0,0,0,2023-08-03,-,-30.0349543,-51.2279804
CASA,ALUGAR,32337,30000,AVENIDA,CORONEL MARCOS,PEDRA REDONDA,PORTO ALEGRE,RS,575.0,5,6,6,401987,0,0,0,0,2023-08-03,-,-30.1273922,-51.2423406
APARTAMENTO,ALUGAR,2066,1700,RUA,JOAO ABBOTT,PETROPOLIS,PORTO ALEGRE,RS,77.0,2,0,1,402031,0,0,0,0,2023-08-03,-,-30.0410076,-51.1834698
CASA EM CONDOMINIO,ALUGAR,15355,13000,AVENIDA,JUCA BATISTA,BELEM NOVO,PORTO ALEGRE,RS,318.0,4,4,5,402306,0,0,0,0,2023-08-03,-,-30.1850987,-51.1747929
APARTAMENTO,ALUGAR,4433,3800,RUA,JARI,PASSO DA AREIA,PORTO ALEGRE,RS,63.0,2,1,2,402696,0,0,0,0,2023-08-03,-,-30.0155985,-51.1678307
APARTAMENTO,ALUGAR,3165,2700,RUA,RAMIRO BARCELOS,RIO BRANCO,PORTO ALEGRE,RS,107.0,3,0,1,411438,0,0,0,0,2023-08-03,-,-30.0287082,-51.2085122
APARTAMENTO,ALUGAR,3836,3300,RUA,TENENTE-CORONEL FABRICIO PILAR,MONT SERRAT,PORTO ALEGRE,RS,27.0,1,0,1,411592,0,0,0,1,2023-08-03,-,-30.0255215,-51.1901719
APARTAMENTO,ALUGAR,1500,1100,ALAMEDA,TRES DE OUTUBRO,ECOVILLE,PORTO ALEGRE,RS,41.0,2,1,1,403171,0,0,0,0,2023-08-03,-,-29.9951328,-51.1235163
APARTAMENTO,ALUGAR,1432,1000,RUA,PROFESSOR JOAO DE SOUZA RIBEIRO,HUMAITA,PORTO ALEGRE,RS,41.0,1,0,1,403276,0,0,0,0,2023-08-03,-,-29.9831528,-51.1916504
APARTAMENTO,ALUGAR,2075,1650,AVENIDA,JOAO PESSOA,CIDADE BAIXA,PORTO ALEGRE,RS,27.0,1,0,1,410240,0,0,0,0,2023-08-03,-,-30.0470064,-51.211756
COBERTURA,ALUGAR,3750,2750,AVENIDA,IJUI,PETROPOLIS,PORTO ALEGRE,RS,134.0,2,1,6,410363,0,0,0,0,2023-08-03,-,-30.0384635,-51.1873967
APARTAMENTO,ALUGAR,3570,3150,RUA,AUXILIADORA,AUXILIADORA,PORTO ALEGRE,RS,41.0,1,1,1,410427,0,0,0,0,2023-08-03,-,-30.0216679,-51.1909534
APARTAMENTO,ALUGAR,2331,2000,RUA,MARCILIO DIAS,MENINO DEUS,PORTO ALEGRE,RS,72.0,2,0,1,410746,0,0,0,0,2023-08-03,-,-29.60434,-51.1663102
CASA,ALUGAR,6895,6600,RUA,DARIO CARDOSO,ESPIRITO SANTO,PORTO ALEGRE,RS,201.0,3,2,4,410774,0,0,0,0,2023-08-03,-,-30.1438375,-51.2176636
APARTAMENTO,ALUGAR,3293,2500,RUA,JOSE GOMES,TRISTEZA,PORTO ALEGRE,RS,76.0,2,1,2,410910,0,0,0,0,2023-08-03,-,-30.1051882,-51.2510142
COBERTURA,ALUGAR,9280,7500,RUA,DOUTOR FREIRE ALEMAO,MONT SERRAT,PORTO ALEGRE,RS,245.0,3,2,2,413657,0,0,0,0,2023-08-03,-,-30.0230105,-51.1921611
CASA,ALUGAR,8704,7500,AVENIDA,PEREIRA PASSOS,TRISTEZA,PORTO ALEGRE,RS,300.0,4,2,3,413688,0,0,0,0,2023-08-03,-,-30.0999926,-51.2647387
APARTAMENTO,ALUGAR,3370,2800,AVENIDA,BORGES DE MEDEIROS,CENTRO HISTORICO,PORTO ALEGRE,RS,82.0,3,0,1,413899,0,0,0,0,2023-08-03,-,-29.6611245,-50.5844571
APARTAMENTO,ALUGAR,1575,1200,ALAMEDA,TRES DE OUTUBRO,SARANDI,PORTO ALEGRE,RS,41.0,2,1,1,414132,0,0,0,0,2023-08-03,-,-29.9951328,-51.1235163
APARTAMENTO,ALUGAR,1580,1200,ALAMEDA,TRES DE OUTUBRO,SARANDI,PORTO ALEGRE,RS,41.0,2,1,1,414433,0,0,0,0,2023-08-03,-,-29.9951328,-51.1235163
APARTAMENTO,ALUGAR,3129,2350,AVENIDA,BORGES DE MEDEIROS,PRAIA DE BELAS,PORTO ALEGRE,RS,38.0,1,1,1,414472,0,0,0,0,2023-08-03,-,-29.6611245,-50.5844571
APARTAMENTO,ALUGAR,4331,3500,AVENIDA,INDEPENDENCIA,INDEPENDENCIA,PORTO ALEGRE,RS,47.0,1,1,2,412914,0,0,0,1,2023-08-03,-,-30.0293303,-51.2148669
CASA,ALUGAR,4600,4200,RUA,ORLANDO JORGE DEGRAZIA,PROTASIO ALVES,PORTO ALEGRE,RS,250.0,3,3,4,413071,0,0,0,0,2023-08-03,-,-30.0402923,-51.0916988
APARTAMENTO,ALUGAR,1460,1100,ALAMEDA,TRES DE OUTUBRO,ECOVILLE,PORTO ALEGRE,RS,41.0,2,1,1,408741,0,0,0,0,2023-08-03,-,-29.9951328,-51.1235163
APARTAMENTO,ALUGAR,2063,1600,AVENIDA,JUCA BATISTA,IPANEMA,PORTO ALEGRE,RS,47.0,2,1,1,411957,0,0,0,0,2023-08-03,-,-30.1850987,-51.1747929
APARTAMENTO,ALUGAR,1418,1000,AVENIDA,JUSCELINO KUBITSCHEK DE OLIVEIRA,JARDIM LEOPOLDINA,PORTO ALEGRE,RS,43.0,2,1,1,412111,0,0,0,0,2023-08-03,-,-30.0196983,-51.1196642
APARTAMENTO,ALUGAR,2510,1700,RUA,CATUMBI,MEDIANEIRA,PORTO ALEGRE,RS,106.0,3,1,2,412142,0,0,0,0,2023-08-03,-,-30.07362,-51.2123049
CASA,ALUGAR,15703,15000,RUA,CAETE,VILA ASSUNCAO,PORTO ALEGRE,RS,505.0,4,0,5,412172,0,0,0,0,2023-08-03,-,-29.6790858,-51.1371596
CASA,ALUGAR,16191,15000,RUA,DOUTOR ARMANDO BARBEDO,TRISTEZA,PORTO ALEGRE,RS,292.0,4,2,3,412228,0,0,0,0,2023-08-03,-,-30.1100736,-51.2494348
APARTAMENTO,ALUGAR,728,470,BECO,PEDRO RODRIGUES BITTENCOURT,VILA NOVA,PORTO ALEGRE,RS,44.0,2,0,1,412313,0,0,0,0,2023-08-03,-,-30.1285462,-51.2132033
CASA EM CONDOMINIO,ALUGAR,12732,11000,ESTRADA,DAS TRES MENINAS,VILA NOVA,PORTO ALEGRE,RS,556.0,5,3,8,412689,0,0,0,0,2023-08-03,-,-30.1180612,-51.2026353
CASA EM CONDOMINIO,ALUGAR,24179,18000,AVENIDA,CORONEL MARCOS,IPANEMA,PORTO ALEGRE,RS,491.0,4,4,5,418063,0,0,0,0,2023-08-03,-,-30.1273922,-51.2423406
APARTAMENTO,ALUGAR,2729,2100,TRAVESSA,DEZENOVE DE NOVEMBRO,SANTO ANTONIO,PORTO ALEGRE,RS,82.0,2,1,1,418111,0,0,0,0,2023-08-03,-,-30.0544958,-51.2070125
CASA EM CONDOMINIO,ALUGAR,2840,2300,RUA,OSORIO MENDES OURIQUES,GUARUJA,PORTO ALEGRE,RS,123.0,3,2,2,409613,0,0,0,0,2023-08-03,-,-30.1609894,-51.2170054
APARTAMENTO,ALUGAR,5318,4300,AVENIDA,SATURNINO DE BRITO,VILA JARDIM,PORTO ALEGRE,RS,75.0,3,2,2,409665,0,0,0,0,2023-08-03,-,-30.0391367,-51.1540502
CASA EM CONDOMINIO,ALUGAR,11703,8900,AVENIDA,FIRMINO OCTAVIO BIMBI,CAVALHADA,PORTO ALEGRE,RS,496.0,6,4,8,409765,0,0,0,0,2023-08-03,-,-30.127594,-51.221475
APARTAMENTO,ALUGAR,4050,3500,RUA,GUTEMBERG,PETROPOLIS,PORTO ALEGRE,RS,52.0,1,1,2,409809,0,0,0,0,2023-08-03,-,-30.0402594,-51.1725947
CASA EM CONDOMINIO,ALUGAR,12891,11500,AVENIDA,WILLY EUGENIO FLECK,ECOVILLE,PORTO ALEGRE,RS,161.0,3,2,3,409919,0,0,0,1,2023-08-03,-,-30.0026734,-51.1207297
APARTAMENTO,ALUGAR,5403,4000,RUA,DUQUE DE CAXIAS,CENTRO HISTORICO,PORTO ALEGRE,RS,187.0,3,0,3,409985,0,0,0,0,2023-08-03,-,-30.0336261,-51.228012
CASA,ALUGAR,4291,4000,RUA,OSCAR FERREIRA,RUBEM BERTA,PORTO ALEGRE,RS,310.0,3,2,4,410058,0,0,0,0,2023-08-03,-,-29.6703783,-51.2654713
APARTAMENTO,ALUGAR,1472,1100,RUA,UPAMOROTI,CRISTAL,PORTO ALEGRE,RS,65.0,2,0,1,410138,0,0,0,0,2023-08-03,-,-30.0835618,-51.2377023
APARTAMENTO,ALUGAR,2460,2000,AVENIDA,JOAO PESSOA,CIDADE BAIXA,PORTO ALEGRE,RS,25.0,1,0,1,398663,0,0,0,0,2023-08-03,-,-30.0470064,-51.211756
APARTAMENTO,ALUGAR,2430,2000,AVENIDA,JOAO PESSOA,CIDADE BAIXA,PORTO ALEGRE,RS,25.0,1,0,1,398665,0,0,0,0,2023-08-03,-,-30.0470064,-51.211756
APARTAMENTO,ALUGAR,2430,2000,AVENIDA,JOAO PESSOA,CIDADE BAIXA,PORTO ALEGRE,RS,25.0,1,0,1,399438,0,0,0,0,2023-08-03,-,-30.0470064,-51.211756
APARTAMENTO,ALUGAR,1000,750,RUA,ALFREDO VARELA,TERESOPOLIS,PORTO ALEGRE,RS,63.0,2,0,2,399451,0,0,0,0,2023-08-03,-,-30.0847638,-51.2095048
APARTAMENTO,ALUGAR,1515,1400,RUA,SANTANA,FARROUPILHA,PORTO ALEGRE,RS,22.0,1,0,1,399644,0,0,0,1,2023-08-03,-,-30.045428,-51.209781
APARTAMENTO,ALUGAR,1465,1000,RUA,MARECHAL HERMES,CAMAQUA,PORTO ALEGRE,RS,54.0,2,1,1,390301,0,0,0,0,2023-08-03,-,-30.1063589,-51.2457836
APARTAMENTO,ALUGAR,1404,1080,AVENIDA,PROTASIO ALVES,PETROPOLIS,PORTO ALEGRE,RS,86.0,2,0,2,390303,0,0,0,0,2023-08-03,-,-30.0399646,-51.1714215
CASA EM CONDOMINIO,ALUGAR,7624,5900,RUA,TOCANTINS,AGRONOMIA,PORTO ALEGRE,RS,291.0,3,2,2,390429,0,0,0,0,2023-08-03,-,-30.0806964,-51.1282723
APARTAMENTO,ALUGAR,1379,900,AVENIDA,BALTAZAR DE OLIVEIRA GARCIA,SAO SEBASTIAO,PORTO ALEGRE,RS,44.0,2,1,1,392087,0,0,0,0,2023-08-03,-,-30.0118018,-51.0949431
